local_time_s,sid,cell,x_mm,y_mm,z_mm,target_status,sensor_ts_ms
1771897938.872,1,6,224.30,382.70,711.00,5,206609
1771897938.872,1,7,248.80,466.60,744.10,5,206609
1771897938.872,1,8,361.70,349.90,616.60,5,206609
1771897938.872,1,9,338.30,411.50,641.40,5,206609
1771897938.872,1,10,271.40,438.90,668.50,5,206609
1771897938.872,1,11,798.00,1244.80,694.20,5,206609
1771897938.872,1,12,889.40,535.20,235.10,5,206609
1771897938.872,1,13,977.10,826.50,238.50,5,206609
1771897938.872,1,14,598.90,794.50,449.90,5,206609
1771897938.872,1,15,571.70,1065.00,464.80,5,206609
1771897938.872,2,0,419.40,144.70,707.90,5,206589
1771897938.872,2,1,2800.60,-66.30,811.30,10,206589
1771897938.872,2,2,2208.60,515.00,783.60,5,206589
1771897938.872,2,3,2053.00,995.00,826.40,5,206589
1771897938.872,2,4,453.80,118.10,614.30,5,206589
1771897938.872,2,5,852.20,161.70,523.10,5,206589
1771897938.872,2,6,2227.20,542.70,219.90,5,206589
1771897938.872,2,7,2048.20,1070.80,278.60,5,206589
1771897938.872,2,8,732.90,-27.20,355.40,5,206589
1771897938.872,2,9,836.90,154.00,308.60,10,206589
1771897938.872,2,10,2077.20,549.30,-338.80,255,206589
1771897938.872,2,11,1872.20,1077.60,-253.20,255,206589
1771897938.872,2,12,731.10,-64.60,87.00,5,206589
1771897938.872,2,13,828.80,142.30,27.00,5,206589
1771897938.872,2,14,871.20,385.40,-12.00,5,206589
1771897938.872,2,15,788.80,615.70,31.00,5,206589
1771897938.872,3,0,872.80,-547.80,740.80,9,205162
1771897938.872,3,1,1100.00,-380.20,731.80,5,205162
1771897938.872,3,2,1218.00,-126.10,737.40,5,205162
1771897938.872,3,3,1166.70,138.50,762.10,5,205162
1771897938.872,3,4,794.20,-545.30,542.60,5,205162
1771897938.872,3,5,882.20,-363.00,516.50,255,205162
1771897938.872,3,6,2293.00,30.80,205.30,255,205162
1771897938.872,3,7,1643.50,380.50,363.80,255,205162
1771897938.872,3,8,714.10,-539.20,365.40,5,205162
1771897938.872,3,9,2014.80,-540.10,-306.20,5,205162
1771897938.872,3,10,2020.10,20.20,-309.00,5,205162
1771897938.872,3,11,2310.40,760.60,-487.30,10,205162
1771897938.872,3,12,580.80,-506.10,233.00,5,205162
1771897938.872,3,13,1661.60,-516.00,-740.70,5,205162
1771897938.872,3,14,1679.80,-1.70,-757.50,5,205162
1771897938.872,3,15,1934.60,698.50,-1081.20,5,205162
1771897938.872,4,0,1127.90,-606.90,98.60,5,205177
1771897938.872,4,1,545.60,-566.30,458.90,4,205177
1771897938.872,4,2,360.00,-556.20,563.20,5,205177
1771897938.872,4,3,315.80,-647.80,585.10,5,205177
1771897938.872,4,4,1255.80,-526.90,378.90,5,205177
1771897938.872,4,5,1325.00,-882.60,456.30,5,205177
1771897938.872,4,6,983.40,-1028.00,595.80,4,205177
1771897938.872,4,7,374.20,-668.90,689.10,9,205177
1771897938.872,4,8,1223.60,-423.30,677.80,5,205177
1771897938.872,4,9,1274.30,-734.60,784.20,5,205177
1771897938.872,4,10,1416.70,-1201.50,955.90,5,205177
1771897938.872,4,11,399.20,-638.50,803.70,9,205177
1771897938.872,4,12,558.80,-310.60,798.20,5,205177
1771897938.872,4,13,593.10,-430.80,856.80,5,205177
1771897938.872,4,14,671.00,-612.80,970.40,5,205177
1771897938.872,4,15,309.80,-494.40,842.50,5,205177
1771897938.872,5,0,-892.70,-1473.90,1765.30,5,123336
1771897938.872,5,1,-522.10,-1502.70,1733.40,5,123336
1771897938.872,5,2,-166.20,-1482.40,1728.80,5,123336
1771897938.872,5,3,183.50,-1414.10,1750.20,5,123336
1771897938.872,5,4,-757.20,-1073.30,1376.40,5,123336
1771897938.872,5,5,-474.50,-1071.00,1366.80,5,123336
1771897938.872,5,6,-151.20,-1530.70,1347.30,5,123336
1771897938.872,5,7,218.20,-1431.20,1364.60,5,123336
1771897938.872,5,8,-768.20,-1049.30,1087.30,5,123336
1771897938.872,5,9,-480.50,-1068.40,1091.60,5,123336
1771897938.872,5,10,-146.50,-1498.60,955.50,5,123336
1771897938.872,5,11,197.80,-1316.60,999.90,5,123336
1771897938.872,5,12,-647.30,-730.00,957.60,5,123336
1771897938.872,5,13,-447.10,-785.50,946.70,5,123336
1771897938.872,5,14,-238.00,-790.50,943.40,5,123336
1771897938.872,5,15,-20.80,-768.70,931.30,9,123336
1771897938.872,6,0,-2071.40,-265.70,1802.30,5,123320
1771897938.872,6,1,-2635.30,-949.00,1946.60,4,123320
1771897938.872,6,2,-2715.60,-1749.30,2052.20,255,123320
1771897938.872,6,3,-775.20,-457.10,1543.50,255,123320
1771897938.872,6,4,-2135.70,-244.50,1356.80,5,123320
1771897938.872,6,5,-2528.30,-888.90,1313.40,255,123320
1771897938.872,6,6,-2439.50,-1559.80,1302.40,5,123320
1771897938.872,6,7,-2099.10,-2187.00,1325.80,255,123320
1771897938.872,6,8,-1665.30,-158.30,1032.90,5,123320
1771897938.872,6,9,-1690.30,-531.60,979.10,5,123320
1771897938.872,6,10,-3275.30,-2227.70,276.20,255,123320
1771897938.872,6,11,-1635.50,-1646.80,798.00,255,123320
1771897938.872,6,12,-1151.10,-82.60,956.00,5,123320
1771897938.872,6,13,-1201.50,-325.40,874.80,5,123320
1771897938.872,6,14,-1960.80,-1226.40,164.20,255,123320
1771897938.872,6,15,-1533.70,-1578.10,224.10,255,123320
1771897938.970,7,0,-1181.70,568.40,832.10,5,123371
1771897938.970,7,1,-1013.40,780.30,799.80,5,123371
1771897938.970,7,2,-861.30,1131.60,653.50,255,123371
1771897938.970,7,3,-636.50,2302.70,-1.70,255,123371
1771897938.970,7,4,-853.90,349.10,1246.90,255,123371
1771897938.970,7,5,-1907.30,1944.30,648.20,255,123371
1771897938.970,7,6,-728.50,783.40,1153.00,255,123371
1771897938.970,7,7,-656.30,2056.40,795.70,255,123371
1771897938.970,7,8,-4006.00,2796.90,1271.30,255,123371
1771897938.970,7,9,-1004.00,789.30,1369.10,255,123371
1771897938.970,7,10,-744.50,808.70,1373.90,255,123371
1771897938.970,7,11,-491.60,562.30,1393.20,10,123371
1771897938.970,7,12,-767.00,304.20,1514.40,255,123371
1771897938.970,7,13,-2076.30,2216.80,2022.80,255,123371
1771897938.970,7,14,-1466.30,2504.10,2010.20,5,123371
1771897938.970,7,15,-508.10,606.60,1547.80,10,123371
1771897938.970,8,0,-784.80,1030.70,753.30,5,123355
1771897938.970,8,1,-495.10,1117.50,733.40,5,123355
1771897938.970,8,2,-192.80,1103.30,742.50,5,123355
1771897938.970,8,3,79.60,988.10,782.20,5,123355
1771897938.970,8,4,-924.50,1411.10,968.80,5,123355
1771897938.970,8,5,-461.20,927.10,1136.20,255,123355
1771897938.970,8,6,167.00,3787.70,230.70,255,123355
1771897938.970,8,7,211.00,1346.90,989.80,255,123355
1771897938.970,8,8,-1451.20,2764.10,1320.60,255,123355
1771897938.970,8,9,-812.00,3654.30,1256.90,255,123355
1771897938.970,8,10,-165.60,1420.30,1352.00,255,123355
1771897938.970,8,11,1010.10,3360.60,1300.90,255,123355
1771897938.970,8,12,-1622.40,3345.60,2237.20,255,123355
1771897938.970,8,13,-783.30,3600.00,2205.10,255,123355
1771897938.970,8,14,-215.70,1084.80,1639.50,255,123355
1771897938.970,8,15,833.40,3080.70,2170.40,255,123355
1771897938.971,1,0,233.60,301.90,718.30,5,206675
1771897938.971,1,1,237.10,334.90,732.90,5,206675
1771897938.971,1,2,214.70,360.90,742.30,5,206675
1771897938.971,1,3,136.10,330.90,711.70,5,206675
1771897938.971,1,4,242.70,314.20,684.80,5,206675
1771897938.971,1,5,245.50,352.00,697.90,5,206675
1771897938.971,1,6,223.50,382.20,710.80,5,206675
1771897938.971,1,7,242.40,459.40,741.60,5,206675
1771897938.971,1,8,497.40,376.80,580.50,9,206675
1771897938.971,1,9,389.90,436.10,631.70,9,206675
1771897938.971,1,10,279.80,445.90,667.60,5,206675
1771897938.971,1,11,787.30,1230.30,694.00,5,206675
1771897938.971,1,12,316.60,363.10,562.80,5,206675
1771897938.971,1,13,879.80,767.90,288.20,5,206675
1771897938.971,1,14,586.20,781.80,455.90,5,206675
1771897938.971,1,15,569.60,1061.70,465.70,5,206675
1771897938.971,2,0,416.60,145.80,707.70,5,206655
1771897938.971,2,1,2800.60,-66.30,811.30,255,206655
1771897938.971,2,2,2215.50,515.90,784.00,5,206655
1771897938.971,2,3,2071.70,1002.10,827.80,5,206655
1771897938.971,2,4,483.70,105.60,608.00,5,206655
1771897938.971,2,5,823.10,165.60,529.50,5,206655
1771897938.971,2,6,2198.10,538.80,226.30,5,206655
1771897938.971,2,7,2052.70,1072.70,277.70,5,206655
1771897938.971,2,8,746.80,-33.70,347.90,5,206655
1771897938.971,2,9,836.90,154.00,308.60,255,206655
1771897938.971,2,10,2077.20,549.30,-338.80,255,206655
1771897938.971,2,11,1872.20,1077.60,-253.20,255,206655
1771897938.971,2,12,721.70,-59.60,96.20,5,206655
1771897938.971,2,13,805.50,146.20,48.60,5,206655
1771897938.971,2,14,842.00,380.60,14.90,5,206655
1771897938.971,2,15,830.50,637.60,-9.40,5,206655
1771897938.971,3,0,897.10,-557.00,742.60,5,205294
1771897938.971,3,1,1164.40,-388.10,734.90,5,205294
1771897938.971,3,2,1147.60,-134.70,734.10,255,205294
1771897938.971,3,3,1143.40,129.60,760.40,5,205294
1771897938.971,3,4,792.40,-544.50,543.00,5,205294
1771897938.971,3,5,882.20,-363.00,516.50,255,205294
1771897938.971,3,6,2293.00,30.80,205.30,255,205294
1771897938.971,3,7,1643.50,380.50,363.80,255,205294
1771897938.971,3,8,716.60,-540.40,364.10,5,205294
1771897938.971,3,9,2018.30,-540.70,-308.10,5,205294
1771897938.971,3,10,2042.00,23.40,-320.50,5,205294
1771897938.971,3,11,2387.10,796.30,-528.30,5,205294
1771897938.971,3,12,582.10,-506.80,231.70,5,205294
1771897938.971,3,13,1652.80,-514.60,-732.60,5,205294
1771897938.971,3,14,1660.10,-4.90,-739.40,5,205294
1771897938.971,3,15,1953.40,708.40,-1099.40,5,205294
1771897938.971,4,0,1111.10,-601.80,108.20,5,205309
1771897938.971,4,1,986.50,-832.20,233.60,255,205309
1771897938.971,4,2,363.40,-559.50,561.60,5,205309
1771897938.971,4,3,426.50,-828.30,533.00,9,205309
1771897938.971,4,4,1253.00,-526.40,379.60,5,205309
1771897938.971,4,5,1313.40,-877.10,458.50,5,205309
1771897938.971,4,6,1016.50,-1055.30,592.40,255,205309
1771897938.971,4,7,386.70,-685.90,689.20,9,205309
1771897938.971,4,8,1226.60,-423.60,677.80,5,205309
1771897938.971,4,9,1251.80,-726.20,782.30,5,205309
1771897938.971,4,10,1184.20,-1041.90,908.10,255,205309
1771897938.971,4,11,341.90,-572.90,781.00,5,205309
1771897938.971,4,12,560.80,-310.60,798.70,5,205309
1771897938.971,4,13,589.50,-429.80,855.50,5,205309
1771897938.971,4,14,679.90,-617.70,974.80,5,205309
1771897938.971,4,15,322.50,-506.40,852.10,5,205309
1771897938.971,5,0,-892.00,-1472.10,1764.80,5,123403
1771897938.971,5,1,-522.50,-1505.60,1734.00,5,123403
1771897938.971,5,2,-165.60,-1487.20,1729.90,5,123403
1771897938.971,5,3,176.10,-1395.00,1745.40,5,123403
1771897938.971,5,4,-754.20,-1065.90,1376.60,5,123403
1771897938.971,5,5,-474.30,-1069.10,1366.90,5,123403
1771897938.971,5,6,-151.00,-1532.70,1347.20,5,123403
1771897938.971,5,7,222.40,-1441.30,1364.20,5,123403
1771897938.971,5,8,-751.50,-1010.60,1100.00,5,123403
1771897938.971,5,9,-480.20,-1066.50,1092.20,5,123403
1771897938.971,5,10,-148.30,-1485.30,959.70,5,123403
1771897938.971,5,11,195.50,-1311.40,1001.60,5,123403
1771897938.971,5,12,-636.70,-706.80,973.40,5,123403
1771897938.971,5,13,-443.70,-762.10,961.70,5,123403
1771897938.971,5,14,-236.80,-798.80,938.10,5,123403
1771897938.971,5,15,-12.00,-788.10,918.20,5,123403
1771897938.971,6,0,-2055.00,-263.20,1798.40,5,123454
1771897938.971,6,1,-2299.90,-807.30,1865.40,255,123454
1771897938.971,6,2,-2715.60,-1749.30,2052.20,255,123454
1771897938.971,6,3,-775.20,-457.10,1543.50,255,123454
1771897938.971,6,4,-2084.20,-237.60,1358.40,5,123454
1771897938.971,6,5,-2568.00,-905.30,1311.50,255,123454
1771897938.971,6,6,-2430.80,-1553.10,1302.80,5,123454
1771897938.971,6,7,-1553.40,-1480.70,1353.10,10,123454
1771897938.971,6,8,-1706.20,-163.00,1020.60,9,123454
1771897938.971,6,9,-1694.70,-533.40,977.60,5,123454
1771897938.971,6,10,-3275.30,-2227.70,276.20,255,123454
1771897938.971,6,11,-1612.00,-1615.30,809.80,255,123454
1771897938.971,6,12,-1166.30,-84.00,946.60,5,123454
1771897938.971,6,13,-1187.40,-319.80,884.50,5,123454
1771897938.971,6,14,-1952.80,-1220.10,170.60,255,123454
1771897938.971,6,15,-1533.70,-1578.10,224.10,255,123454
1771897938.971,7,0,-1191.40,575.30,824.80,5,123438
1771897938.971,7,1,-1010.30,776.30,803.00,5,123438
1771897938.971,7,2,-861.30,1131.60,653.50,255,123438
1771897938.971,7,3,-589.80,1813.00,301.80,10,123438
1771897938.971,7,4,-853.90,349.10,1246.90,255,123438
1771897938.971,7,5,-1907.30,1944.30,648.20,255,123438
1771897938.971,7,6,-728.50,783.40,1153.00,255,123438
1771897938.971,7,7,-656.30,2056.40,795.70,255,123438
1771897938.971,7,8,-4006.00,2796.90,1271.30,255,123438
1771897938.971,7,9,-1004.00,789.30,1369.10,255,123438
1771897938.971,7,10,-744.50,808.70,1373.90,255,123438
1771897938.971,7,11,-491.60,562.30,1393.20,255,123438
1771897938.971,7,12,-767.00,304.20,1514.40,255,123438
1771897938.971,7,13,-2076.30,2216.80,2022.80,255,123438
1771897938.971,7,14,-1466.30,2504.10,2010.20,255,123438
1771897938.971,7,15,-508.10,606.60,1547.80,255,123438
1771897938.972,8,0,-768.20,994.30,778.00,5,123422
1771897938.972,8,1,-488.10,1069.10,764.40,5,123422
1771897938.972,8,2,-195.20,1086.60,753.20,5,123422
1771897938.972,8,3,60.20,945.50,811.10,5,123422
1771897938.972,8,4,-939.00,1444.50,957.90,5,123422
1771897938.972,8,5,-461.20,927.10,1136.20,255,123422
1771897938.972,8,6,167.00,3787.70,230.70,255,123422
1771897938.972,8,7,211.00,1346.90,989.80,255,123422
1771897938.972,8,8,-1451.20,2764.10,1320.60,255,123422
1771897938.972,8,9,-812.00,3654.30,1256.90,255,123422
1771897938.972,8,10,-165.60,1420.30,1352.00,255,123422
1771897938.972,8,11,1010.10,3360.60,1300.90,255,123422
1771897938.972,8,12,-1622.40,3345.60,2237.20,255,123422
1771897938.972,8,13,-783.30,3600.00,2205.10,255,123422
1771897938.972,8,14,-215.70,1084.80,1639.50,255,123422
1771897938.972,8,15,833.40,3080.70,2170.40,255,123422
1771897939.065,1,0,234.60,302.00,718.50,5,206741
1771897939.065,1,1,238.00,335.20,733.20,5,206741
1771897939.065,1,2,217.10,362.20,743.50,5,206741
1771897939.065,1,3,137.40,332.10,712.70,5,206741
1771897939.065,1,4,241.70,314.00,684.80,5,206741
1771897939.065,1,5,246.40,352.30,698.00,5,206741
1771897939.065,1,6,226.80,384.40,711.50,5,206741
1771897939.065,1,7,246.90,464.50,743.40,5,206741
1771897939.065,1,8,391.10,355.80,608.80,5,206741
1771897939.065,1,9,334.70,409.80,642.10,5,206741
1771897939.065,1,10,301.30,463.70,665.40,5,206741
1771897939.065,1,11,1068.20,1612.10,697.40,4,206741
1771897939.065,1,12,319.10,363.80,561.30,5,206741
1771897939.065,1,13,309.50,423.80,579.60,5,206741
1771897939.065,1,14,573.40,769.10,462.00,5,206741
1771897939.065,1,15,558.50,1043.50,471.00,5,206741
1771897939.065,2,0,417.50,145.40,707.80,5,206723
1771897939.065,2,1,2800.60,-66.30,811.30,255,206723
1771897939.065,2,2,2208.60,515.00,783.60,5,206723
1771897939.065,2,3,2077.30,1004.20,828.20,5,206723
1771897939.065,2,4,475.50,109.00,609.70,5,206723
1771897939.065,2,5,792.10,169.80,536.30,5,206723
1771897939.065,2,6,2213.60,540.90,222.80,5,206723
1771897939.065,2,7,2059.10,1075.30,276.30,5,206723
1771897939.065,2,8,672.50,0.80,387.60,5,206723
1771897939.065,2,9,1546.30,49.50,-61.70,10,206723
1771897939.065,2,10,2077.20,549.30,-338.80,255,206723
1771897939.065,2,11,1872.20,1077.60,-253.20,255,206723
1771897939.065,2,12,726.40,-62.10,91.60,5,206723
1771897939.065,2,13,795.30,147.80,58.00,5,206723
1771897939.065,2,14,855.10,382.70,2.80,5,206723
1771897939.065,2,15,818.40,631.20,2.30,5,206723
1771897939.065,3,0,920.40,-565.80,744.30,5,205360
1771897939.065,3,1,1159.50,-387.50,734.60,5,205360
1771897939.065,3,2,1135.70,-136.10,733.50,10,205360
1771897939.065,3,3,1175.10,141.60,762.70,5,205360
1771897939.065,3,4,798.80,-547.20,541.70,5,205360
1771897939.065,3,5,882.20,-363.00,516.50,255,205360
1771897939.065,3,6,2293.00,30.80,205.30,255,205360
1771897939.065,3,7,1643.50,380.50,363.80,255,205360
1771897939.065,3,8,725.60,-544.50,359.30,5,205360
1771897939.065,3,9,2006.00,-538.80,-301.60,5,205360
1771897939.065,3,10,2008.60,18.50,-303.00,5,205360
1771897939.065,3,11,2308.80,759.90,-486.40,5,205360
1771897939.065,3,12,585.50,-508.50,228.40,5,205360
1771897939.065,3,13,1651.40,-514.30,-731.30,5,205360
1771897939.065,3,14,1644.10,-7.60,-724.60,5,205360
1771897939.065,3,15,1927.90,695.00,-1074.70,5,205360
1771897939.065,4,0,1129.60,-607.40,97.60,5,205375
1771897939.065,4,1,1099.50,-900.40,175.90,255,205375
1771897939.065,4,2,362.70,-558.90,562.00,5,205375
1771897939.065,4,3,588.90,-1093.20,456.70,5,205375
1771897939.065,4,4,1251.10,-526.00,380.10,5,205375
1771897939.065,4,5,1327.70,-883.90,455.80,5,205375
1771897939.065,4,6,1016.50,-1055.30,592.40,255,205375
1771897939.065,4,7,336.90,-618.20,688.60,5,205375
1771897939.065,4,8,1207.70,-421.50,677.90,5,205375
1771897939.065,4,9,1290.20,-740.50,785.50,5,205375
1771897939.065,4,10,1439.50,-1217.10,960.50,4,205375
1771897939.065,4,11,357.20,-590.40,787.00,5,205375
1771897939.065,4,12,557.90,-310.50,798.00,5,205375
1771897939.065,4,13,597.70,-432.10,858.40,5,205375
1771897939.065,4,14,664.60,-609.30,967.20,9,205375
1771897939.065,4,15,372.30,-553.30,889.50,5,205375
1771897939.065,5,0,-894.10,-1477.60,1766.20,5,123470
1771897939.065,5,1,-523.20,-1511.40,1735.30,5,123470
1771897939.065,5,2,-165.00,-1492.10,1731.00,5,123470
1771897939.065,5,3,183.50,-1414.10,1750.20,5,123470
1771897939.065,5,4,-754.20,-1065.90,1376.60,5,123470
1771897939.065,5,5,-475.00,-1075.00,1366.70,5,123470
1771897939.065,5,6,-150.60,-1535.70,1347.10,5,123470
1771897939.065,5,7,216.30,-1426.50,1364.70,5,123470
1771897939.065,5,8,-755.30,-1019.40,1097.10,5,123470
1771897939.065,5,9,-481.80,-1077.90,1088.60,5,123470
1771897939.065,5,10,-144.30,-1514.60,950.40,5,123470
1771897939.065,5,11,169.30,-1250.70,1021.40,5,123470
1771897939.065,5,12,-649.40,-734.70,954.40,9,123470
1771897939.065,5,13,-449.50,-802.20,935.90,5,123470
1771897939.065,5,14,-236.90,-798.00,938.60,5,123470
1771897939.065,5,15,-25.80,-757.90,938.70,5,123470
1771897939.065,6,0,-2055.00,-263.20,1798.40,5,123520
1771897939.065,6,1,-2328.70,-819.40,1872.30,255,123520
1771897939.065,6,2,-2715.60,-1749.30,2052.20,255,123520
1771897939.065,6,3,-775.20,-457.10,1543.50,255,123520
1771897939.065,6,4,-2069.30,-235.60,1358.90,5,123520
1771897939.065,6,5,-2587.40,-913.40,1310.70,255,123520
1771897939.065,6,6,-2429.20,-1551.90,1302.90,5,123520
1771897939.065,6,7,-1553.40,-1480.70,1353.10,255,123520
1771897939.065,6,8,-1655.80,-157.20,1035.80,5,123520
1771897939.065,6,9,-1750.40,-556.10,958.80,5,123520
1771897939.065,6,10,-3275.30,-2227.70,276.20,255,123520
1771897939.065,6,11,-1541.10,-1520.10,845.40,255,123520
1771897939.065,6,12,-1168.00,-84.20,945.50,5,123520
1771897939.065,6,13,-1187.40,-319.80,884.50,5,123520
1771897939.065,6,14,-1946.80,-1215.40,175.50,255,123520
1771897939.065,6,15,-1533.70,-1578.10,224.10,255,123520
1771897939.066,7,0,-1186.50,571.90,828.40,5,123504
1771897939.066,7,1,-1007.70,773.00,805.70,5,123504
1771897939.066,7,2,-861.30,1131.60,653.50,255,123504
1771897939.066,7,3,-589.80,1813.00,301.80,255,123504
1771897939.066,7,4,-853.90,349.10,1246.90,255,123504
1771897939.066,7,5,-1907.30,1944.30,648.20,255,123504
1771897939.066,7,6,-728.50,783.40,1153.00,255,123504
1771897939.066,7,7,-656.30,2056.40,795.70,255,123504
1771897939.066,7,8,-4006.00,2796.90,1271.30,255,123504
1771897939.066,7,9,-1004.00,789.30,1369.10,255,123504
1771897939.066,7,10,-744.50,808.70,1373.90,255,123504
1771897939.066,7,11,-491.60,562.30,1393.20,255,123504
1771897939.066,7,12,-767.00,304.20,1514.40,255,123504
1771897939.066,7,13,-2076.30,2216.80,2022.80,255,123504
1771897939.066,7,14,-1441.60,2445.60,1996.10,10,123504
1771897939.066,7,15,-510.20,620.10,1551.00,10,123504
1771897939.066,8,0,-760.10,976.50,790.10,5,123555
1771897939.066,8,1,-490.90,1088.30,752.10,5,123555
1771897939.066,8,2,-198.00,1067.40,765.50,5,123555
1771897939.066,8,3,69.70,966.40,796.90,5,123555
1771897939.066,8,4,-922.30,1405.80,970.50,5,123555
1771897939.066,8,5,-461.20,927.10,1136.20,255,123555
1771897939.066,8,6,167.00,3787.70,230.70,255,123555
1771897939.066,8,7,211.00,1346.90,989.80,255,123555
1771897939.066,8,8,-1451.20,2764.10,1320.60,255,123555
1771897939.066,8,9,-813.20,3663.20,1256.50,10,123555
1771897939.066,8,10,-165.60,1420.30,1352.00,255,123555
1771897939.066,8,11,1010.10,3360.60,1300.90,255,123555
1771897939.066,8,12,-1622.40,3345.60,2237.20,255,123555
1771897939.066,8,13,-783.30,3600.00,2205.10,255,123555
1771897939.066,8,14,-215.70,1084.80,1639.50,255,123555
1771897939.066,8,15,833.40,3080.70,2170.40,255,123555
1771897939.170,1,0,238.50,302.10,719.50,5,206805
1771897939.170,1,1,238.90,335.40,733.60,5,206805
1771897939.170,1,2,214.70,360.90,742.30,5,206805
1771897939.170,1,3,136.70,331.50,712.20,5,206805
1771897939.170,1,4,239.70,313.80,684.80,5,206805
1771897939.170,1,5,246.40,352.30,698.00,5,206805
1771897939.170,1,6,223.50,382.20,710.80,5,206805
1771897939.170,1,7,241.80,458.60,741.30,5,206805
1771897939.170,1,8,524.90,382.20,573.20,9,206805
1771897939.170,1,9,388.10,435.20,632.10,9,206805
1771897939.170,1,10,272.90,440.20,668.30,5,206805
1771897939.170,1,11,244.40,492.60,687.50,5,206805
1771897939.170,1,12,310.70,361.30,566.10,5,206805
1771897939.170,1,13,295.40,415.30,586.80,5,206805
1771897939.170,1,14,566.70,762.40,465.20,5,206805
1771897939.170,1,15,580.30,1079.10,460.70,5,206805
1771897939.170,2,0,423.10,143.30,708.20,5,206857
1771897939.170,2,1,1456.00,97.20,748.50,5,206857
1771897939.170,2,2,2199.70,514.00,783.20,5,206857
1771897939.170,2,3,2080.10,1005.30,828.40,5,206857
1771897939.170,2,4,480.10,107.10,608.80,5,206857
1771897939.170,2,5,776.60,171.80,539.70,5,206857
1771897939.170,2,6,2216.50,541.30,222.20,5,206857
1771897939.170,2,7,2056.30,1074.20,276.90,5,206857
1771897939.170,2,8,719.80,-21.20,362.30,5,206857
1771897939.170,2,9,1503.20,55.90,-39.20,10,206857
1771897939.170,2,10,2077.20,549.30,-338.80,255,206857
1771897939.170,2,11,1872.20,1077.60,-253.20,255,206857
1771897939.170,2,12,718.40,-57.80,99.40,5,206857
1771897939.170,2,13,808.40,145.70,45.90,9,206857
1771897939.170,2,14,846.30,381.30,10.90,5,206857
1771897939.170,2,15,837.20,641.10,-15.90,5,206857
1771897939.170,3,0,872.80,-547.80,740.80,9,205426
1771897939.170,3,1,1167.40,-388.40,735.00,5,205426
1771897939.170,3,2,1188.20,-129.80,736.00,5,205426
1771897939.170,3,3,1104.20,114.80,757.60,5,205426
1771897939.170,3,4,811.40,-552.50,539.00,5,205426
1771897939.170,3,5,882.20,-363.00,516.50,255,205426
1771897939.170,3,6,2293.00,30.80,205.30,255,205426
1771897939.170,3,7,1643.50,380.50,363.80,255,205426
1771897939.170,3,8,723.10,-543.40,360.60,5,205426
1771897939.170,3,9,1990.20,-536.50,-293.40,5,205426
1771897939.170,3,10,2020.90,20.30,-309.40,5,205426
1771897939.170,3,11,2399.40,802.00,-534.80,5,205426
1771897939.170,3,12,576.10,-503.60,237.50,5,205426
1771897939.170,3,13,1652.80,-514.60,-732.60,5,205426
1771897939.170,3,14,1659.40,-5.10,-738.70,5,205426
1771897939.170,3,15,1935.90,699.20,-1082.50,5,205426
1771897939.170,4,0,1147.20,-612.70,87.50,5,205441
1771897939.170,4,1,1061.00,-877.20,195.60,9,205441
1771897939.170,4,2,363.40,-559.50,561.60,255,205441
1771897939.170,4,3,355.40,-712.40,566.50,5,205441
1771897939.170,4,4,1243.50,-524.50,382.10,5,205441
1771897939.170,4,5,1335.70,-887.70,454.30,5,205441
1771897939.170,4,6,1035.70,-1071.20,590.50,255,205441
1771897939.170,4,7,309.00,-580.30,688.30,5,205441
1771897939.170,4,8,1222.70,-423.20,677.80,9,205441
1771897939.170,4,9,1264.90,-731.10,783.40,5,205441
1771897939.170,4,10,506.40,-576.40,768.90,4,205441
1771897939.170,4,11,390.90,-629.00,800.40,9,205441
1771897939.170,4,12,558.80,-310.60,798.20,5,205441
1771897939.170,4,13,592.20,-430.60,856.40,5,205441
1771897939.170,4,14,629.30,-589.80,949.60,9,205441
1771897939.170,4,15,364.00,-545.50,883.30,5,205441
1771897939.170,5,0,-887.40,-1460.30,1761.80,5,123603
1771897939.170,5,1,-521.50,-1497.90,1732.30,5,123603
1771897939.170,5,2,-167.60,-1471.70,1726.40,5,123603
1771897939.170,5,3,181.80,-1409.50,1749.00,5,123603
1771897939.170,5,4,-743.90,-1040.90,1377.40,5,123603
1771897939.170,5,5,-474.60,-1072.00,1366.80,5,123603
1771897939.170,5,6,-152.90,-1517.80,1347.80,5,123603
1771897939.170,5,7,219.80,-1434.90,1364.40,5,123603
1771897939.170,5,8,-761.40,-1033.50,1092.50,5,123603
1771897939.170,5,9,-480.90,-1071.30,1090.70,5,123603
1771897939.170,5,10,-145.60,-1505.20,953.40,5,123603
1771897939.170,5,11,183.30,-1283.20,1010.80,5,123603
1771897939.170,5,12,-644.10,-723.10,962.30,5,123603
1771897939.170,5,13,-446.50,-781.30,949.30,5,123603
1771897939.170,5,14,-236.50,-800.50,937.00,5,123603
1771897939.170,5,15,-25.40,-758.70,938.20,9,123603
1771897939.170,6,0,-2081.00,-267.10,1804.60,5,123587
1771897939.170,6,1,-2404.20,-851.30,1890.60,255,123587
1771897939.170,6,2,-2715.60,-1749.30,2052.20,255,123587
1771897939.170,6,3,-775.20,-457.10,1543.50,255,123587
1771897939.170,6,4,-2144.60,-245.80,1356.50,5,123587
1771897939.170,6,5,-2308.70,-797.60,1323.40,4,123587
1771897939.170,6,6,-2434.00,-1555.50,1302.60,5,123587
