local_time_s,stream_t_ms,sid,cell,x_m_raw,y_m_raw,z_m_raw,x_m_corr,y_m_corr,z_m_corr
1771810963.255,848185,3,15,1.0420,0.2280,-0.7730,1.0420,0.2280,-0.7730
1771810963.268,848189,4,0,0.2660,-0.4540,0.2510,0.2660,-0.4540,0.2510
1771810963.268,848189,4,1,1.0420,-0.8170,0.5970,1.0420,-0.8170,0.5970
1771810963.268,848189,4,2,1.0180,-0.5450,0.4460,1.0180,-0.5450,0.4460
1771810963.268,848189,4,3,1.0260,-0.3230,0.3540,1.0260,-0.3230,0.3540
1771810963.268,848189,4,4,0.2550,-0.4730,0.1880,0.2550,-0.4730,0.1880
1771810963.268,848189,4,5,0.3010,-0.4350,0.1680,0.3010,-0.4350,0.1680
1771810963.268,848189,4,6,1.5640,-0.8420,0.2500,1.5640,-0.8420,0.2500
1771810963.268,848189,4,7,0.4010,-0.3320,0.1250,0.4010,-0.3320,0.1250
1771810963.268,848189,4,8,0.2290,-0.4720,0.1290,0.2290,-0.4720,0.1290
1771810963.268,848189,4,9,0.2640,-0.4330,0.1100,0.2640,-0.4330,0.1100
1771810963.268,848189,4,10,0.3200,-0.4030,0.0860,0.3200,-0.4030,0.0860
1771810963.268,848189,4,11,0.3800,-0.3540,0.0530,0.3800,-0.3540,0.0530
1771810963.268,848189,4,12,0.1960,-0.4520,0.0830,0.1960,-0.4520,0.0830
1771810963.268,848189,4,13,0.2400,-0.4360,0.0610,0.2400,-0.4360,0.0610
1771810963.268,848189,4,14,0.2910,-0.4120,0.0300,0.2910,-0.4120,0.0300
1771810963.268,848189,4,15,0.3490,-0.3730,-0.0150,0.3490,-0.3730,-0.0150
1771810963.284,848227,1,0,0.2680,0.3030,0.1680,0.2680,0.3030,0.1680
1771810963.284,848227,1,1,0.3260,0.3590,0.2050,0.3260,0.3590,0.2050
1771810963.284,848227,1,2,0.3310,0.4250,0.2420,0.3310,0.4250,0.2420
1771810963.284,848227,1,3,0.3220,0.5060,0.2930,0.3220,0.5060,0.2930
1771810963.284,848227,1,4,0.3350,0.3240,0.1250,0.3350,0.3240,0.1250
1771810963.284,848227,1,5,0.3550,0.3930,0.1480,0.3550,0.3930,0.1480
1771810963.284,848227,1,6,0.3450,0.4660,0.1770,0.3450,0.4660,0.1770
1771810963.284,848227,1,7,0.3320,0.5620,0.2180,0.3320,0.5620,0.2180
1771810963.284,848227,1,8,0.3880,0.3550,0.0510,0.3880,0.3550,0.0510
1771810963.284,848227,1,9,0.3890,0.4360,0.0730,0.3890,0.4360,0.0730
1771810963.284,848227,1,10,1.2580,1.2550,0.0090,1.2580,1.2550,0.0090
1771810963.284,848227,1,11,0.6750,1.0780,0.1340,0.6750,1.0780,0.1340
1771810963.284,848227,1,12,0.3560,0.3750,-0.0190,0.3560,0.3750,-0.0190
1771810963.284,848227,1,13,0.3610,0.4550,-0.0060,0.3610,0.4550,-0.0060
1771810963.284,848227,1,14,0.7860,0.9810,-0.1970,0.7860,0.9810,-0.1970
1771810963.284,848227,1,15,0.5570,1.0410,-0.0870,0.5570,1.0410,-0.0870
1771810963.293,848230,2,0,1.9630,-0.4400,0.2610,1.9630,-0.4400,0.2610
1771810963.293,848230,2,1,1.5490,0.0860,0.1940,1.5490,0.0860,0.1940
1771810963.293,848230,2,2,1.5830,0.4390,0.1960,1.5830,0.4390,0.1960
1771810963.293,848230,2,3,1.4710,0.7740,0.2250,1.4710,0.7740,0.2250
1771810963.293,848230,2,4,0.6540,0.0340,0.0130,0.6540,0.0340,0.0130
1771810963.293,848230,2,5,1.5640,0.0670,-0.1930,1.5640,0.0670,-0.1930
1771810963.293,848230,2,6,1.5730,0.4550,-0.1950,1.5730,0.4550,-0.1950
1771810963.293,848230,2,7,1.5080,0.8440,-0.1660,1.5080,0.8440,-0.1660
1771810963.293,848230,2,8,1.0360,-0.1680,-0.3660,1.0360,-0.1680,-0.3660
1771810963.293,848230,2,9,1.4900,0.0580,-0.5910,1.4900,0.0580,-0.5910
1771810963.293,848230,2,10,1.4800,0.4610,-0.5860,1.4800,0.4610,-0.5860
1771810963.293,848230,2,11,1.4020,0.8590,-0.5610,1.4020,0.8590,-0.5610
1771810963.293,848230,2,12,0.7730,-0.0860,-0.5120,0.7730,-0.0860,-0.5120
1771810963.293,848230,2,13,0.8850,0.1330,-0.5840,0.8850,0.1330,-0.5840
1771810963.293,848230,2,14,0.9080,0.3910,-0.6040,0.9080,0.3910,-0.6040
1771810963.293,848230,2,15,0.8370,0.6410,-0.5750,0.8370,0.6410,-0.5750
1771810963.305,848234,3,0,1.0760,-0.6250,0.1970,1.0760,-0.6250,0.1970
1771810963.305,848234,3,1,1.1470,-0.3860,0.1750,1.1470,-0.3860,0.1750
1771810963.305,848234,3,2,1.2300,-0.1250,0.1790,1.2300,-0.1250,0.1790
1771810963.305,848234,3,3,1.1310,0.1250,0.2010,1.1310,0.1250,0.2010
1771810963.305,848234,3,4,1.0310,-0.6450,-0.0660,1.0310,-0.6450,-0.0660
1771810963.305,848234,3,5,1.5450,-0.4510,-0.1880,1.5450,-0.4510,-0.1880
1771810963.305,848234,3,6,1.5360,-0.0700,-0.1860,1.5360,-0.0700,-0.1860
1771810963.305,848234,3,7,1.4930,0.3170,-0.1630,1.4930,0.3170,-0.1630
1771810963.305,848234,3,8,1.8700,-1.0760,-0.8110,1.8700,-1.0760,-0.8110
1771810963.305,848234,3,9,1.3470,-0.4420,-0.5160,1.3470,-0.4420,-0.5160
1771810963.305,848234,3,10,1.3450,-0.0790,-0.5150,1.3450,-0.0790,-0.5150
1771810963.305,848234,3,11,1.2980,0.2900,-0.5060,1.2980,0.2900,-0.5060
1771810963.305,848234,3,12,0.5080,-0.4680,-0.2550,0.5080,-0.4680,-0.2550
1771810963.305,848234,3,13,1.0920,-0.4220,-0.7750,1.0920,-0.4220,-0.7750
1771810963.305,848234,3,14,1.1120,-0.0960,-0.7930,1.1120,-0.0960,-0.7930
1771810963.305,848234,3,15,1.0420,0.2280,-0.7730,1.0420,0.2280,-0.7730
1771810963.318,848238,4,0,0.2660,-0.4540,0.2510,0.2660,-0.4540,0.2510
1771810963.318,848238,4,1,1.0420,-0.8170,0.5970,1.0420,-0.8170,0.5970
1771810963.318,848238,4,2,1.0180,-0.5450,0.4460,1.0180,-0.5450,0.4460
1771810963.318,848238,4,3,1.0260,-0.3230,0.3540,1.0260,-0.3230,0.3540
1771810963.318,848238,4,4,0.2550,-0.4730,0.1880,0.2550,-0.4730,0.1880
1771810963.318,848238,4,5,0.3010,-0.4350,0.1680,0.3010,-0.4350,0.1680
1771810963.318,848238,4,6,1.5640,-0.8420,0.2500,1.5640,-0.8420,0.2500
1771810963.318,848238,4,7,0.4010,-0.3320,0.1250,0.4010,-0.3320,0.1250
1771810963.318,848238,4,8,0.2290,-0.4720,0.1290,0.2290,-0.4720,0.1290
1771810963.318,848238,4,9,0.2640,-0.4330,0.1100,0.2640,-0.4330,0.1100
1771810963.318,848238,4,10,0.3200,-0.4030,0.0860,0.3200,-0.4030,0.0860
1771810963.318,848238,4,11,0.3800,-0.3540,0.0530,0.3800,-0.3540,0.0530
1771810963.318,848238,4,12,0.1960,-0.4520,0.0830,0.1960,-0.4520,0.0830
1771810963.318,848238,4,13,0.2400,-0.4360,0.0610,0.2400,-0.4360,0.0610
1771810963.318,848238,4,14,0.2910,-0.4120,0.0300,0.2910,-0.4120,0.0300
1771810963.318,848238,4,15,0.3490,-0.3730,-0.0150,0.3490,-0.3730,-0.0150
1771810963.335,848277,2,0,1.9630,-0.4400,0.2610,1.9630,-0.4400,0.2610
1771810963.335,848277,2,1,1.5490,0.0860,0.1940,1.5490,0.0860,0.1940
1771810963.335,848277,2,2,1.5830,0.4390,0.1960,1.5830,0.4390,0.1960
1771810963.335,848277,2,3,1.4710,0.7740,0.2250,1.4710,0.7740,0.2250
1771810963.335,848277,2,4,0.6540,0.0340,0.0130,0.6540,0.0340,0.0130
1771810963.335,848277,2,5,1.5640,0.0670,-0.1930,1.5640,0.0670,-0.1930
1771810963.335,848277,2,6,1.5730,0.4550,-0.1950,1.5730,0.4550,-0.1950
1771810963.335,848277,2,7,1.5080,0.8440,-0.1660,1.5080,0.8440,-0.1660
1771810963.335,848277,2,8,1.0360,-0.1680,-0.3660,1.0360,-0.1680,-0.3660
1771810963.335,848277,2,9,1.4900,0.0580,-0.5910,1.4900,0.0580,-0.5910
1771810963.335,848277,2,10,1.4800,0.4610,-0.5860,1.4800,0.4610,-0.5860
1771810963.335,848277,2,11,1.4020,0.8590,-0.5610,1.4020,0.8590,-0.5610
1771810963.335,848277,2,12,0.7730,-0.0860,-0.5120,0.7730,-0.0860,-0.5120
1771810963.335,848277,2,13,0.8850,0.1330,-0.5840,0.8850,0.1330,-0.5840
1771810963.335,848277,2,14,0.9080,0.3910,-0.6040,0.9080,0.3910,-0.6040
1771810963.335,848277,2,15,0.8370,0.6410,-0.5750,0.8370,0.6410,-0.5750
1771810963.349,848281,4,0,0.2660,-0.4540,0.2510,0.2660,-0.4540,0.2510
1771810963.349,848281,4,1,1.0420,-0.8170,0.5970,1.0420,-0.8170,0.5970
1771810963.349,848281,4,2,1.0180,-0.5450,0.4460,1.0180,-0.5450,0.4460
1771810963.349,848281,4,3,1.0260,-0.3230,0.3540,1.0260,-0.3230,0.3540
1771810963.349,848281,4,4,0.2550,-0.4730,0.1880,0.2550,-0.4730,0.1880
1771810963.349,848281,4,5,0.3010,-0.4350,0.1680,0.3010,-0.4350,0.1680
1771810963.349,848281,4,6,1.5640,-0.8420,0.2500,1.5640,-0.8420,0.2500
1771810963.349,848281,4,7,0.4010,-0.3320,0.1250,0.4010,-0.3320,0.1250
1771810963.349,848281,4,8,0.2290,-0.4720,0.1290,0.2290,-0.4720,0.1290
1771810963.349,848281,4,9,0.2640,-0.4330,0.1100,0.2640,-0.4330,0.1100
1771810963.349,848281,4,10,0.3200,-0.4030,0.0860,0.3200,-0.4030,0.0860
1771810963.349,848281,4,11,0.3800,-0.3540,0.0530,0.3800,-0.3540,0.0530
1771810963.349,848281,4,12,0.1960,-0.4520,0.0830,0.1960,-0.4520,0.0830
1771810963.349,848281,4,13,0.2400,-0.4360,0.0610,0.2400,-0.4360,0.0610
1771810963.349,848281,4,14,0.2910,-0.4120,0.0300,0.2910,-0.4120,0.0300
1771810963.349,848281,4,15,0.3490,-0.3730,-0.0150,0.3490,-0.3730,-0.0150
1771810963.779,848728,3,0,1.1300,-0.6450,0.2010,1.1300,-0.6450,0.2010
1771810963.780,848728,3,1,1.1980,-0.3920,0.1780,1.1980,-0.3920,0.1780
1771810963.780,848728,3,2,1.2280,-0.1250,0.1790,1.2280,-0.1250,0.1790
1771810963.780,848728,3,3,1.1230,0.1220,0.2000,1.1230,0.1220,0.2000
1771810963.780,848728,3,4,1.0310,-0.6450,-0.0660,1.0310,-0.6450,-0.0660
1771810963.780,848728,3,5,1.3150,-0.4210,-0.1380,1.3150,-0.4210,-0.1380
1771810963.780,848728,3,6,1.3050,-0.1010,-0.1360,1.3050,-0.1010,-0.1360
1771810963.780,848728,3,7,1.2990,0.2360,-0.1230,1.2990,0.2360,-0.1230
1771810963.780,848728,3,8,1.7290,-1.0110,-0.7360,1.7290,-1.0110,-0.7360
1771810963.780,848728,3,9,1.1420,-0.4120,-0.4090,1.1420,-0.4120,-0.4090
1771810963.780,848728,3,10,1.1500,-0.1080,-0.4140,1.1500,-0.1080,-0.4140
1771810963.780,848728,3,11,1.1100,0.2030,-0.4050,1.1100,0.2030,-0.4050
1771810963.780,848728,3,12,0.5240,-0.4760,-0.2710,0.5240,-0.4760,-0.2710
1771810963.780,848728,3,13,0.9500,-0.3980,-0.6430,0.9500,-0.3980,-0.6430
1771810963.780,848728,3,14,0.9500,-0.1220,-0.6430,0.9500,-0.1220,-0.6430
1771810963.780,848728,3,15,0.9060,0.1560,-0.6410,0.9060,0.1560,-0.6410
1771810963.834,848778,1,0,0.2060,0.3010,0.1530,0.2060,0.3010,0.1530
1771810963.834,848778,1,1,0.6500,0.4460,0.3180,0.6500,0.4460,0.3180
1771810963.834,848778,1,2,0.3410,0.4300,0.2460,0.3410,0.4300,0.2460
1771810963.834,848778,1,3,1.1600,1.2950,0.9230,1.1600,1.2950,0.9230
1771810963.834,848778,1,4,0.2770,0.3180,0.1260,0.2770,0.3180,0.1260
1771810963.834,848778,1,5,0.2950,0.3700,0.1430,0.2950,0.3700,0.1430
1771810963.834,848778,1,6,0.3070,0.4400,0.1690,0.3070,0.4400,0.1690
1771810963.834,848778,1,7,0.3070,0.5330,0.2080,0.3070,0.5330,0.2080
1771810963.834,848778,1,8,1.0810,0.4920,-0.1330,1.0810,0.4920,-0.1330
1771810963.834,848778,1,9,1.2000,0.8230,-0.0790,1.2000,0.8230,-0.0790
1771810963.834,848778,1,10,1.1570,1.1720,0.0190,1.1570,1.1720,0.0190
1771810963.834,848778,1,11,0.5760,0.9440,0.1330,0.5760,0.9440,0.1330
1771810963.834,848778,1,12,1.0240,0.5760,-0.4010,1.0240,0.5760,-0.4010
1771810963.834,848778,1,13,0.9750,0.8250,-0.3190,0.9750,0.8250,-0.3190
1771810963.834,848778,1,14,0.6120,0.8080,-0.1150,0.6120,0.8080,-0.1150
1771810963.834,848778,1,15,0.4880,0.9280,-0.0550,0.4880,0.9280,-0.0550
1771810963.846,848781,3,0,1.1300,-0.6450,0.2010,1.1300,-0.6450,0.2010
1771810963.846,848781,3,1,1.1980,-0.3920,0.1780,1.1980,-0.3920,0.1780
1771810963.846,848781,3,2,1.2280,-0.1250,0.1790,1.2280,-0.1250,0.1790
1771810963.846,848781,3,3,1.1230,0.1220,0.2000,1.1230,0.1220,0.2000
1771810963.846,848781,3,4,1.0310,-0.6450,-0.0660,1.0310,-0.6450,-0.0660
1771810963.846,848781,3,5,1.3150,-0.4210,-0.1380,1.3150,-0.4210,-0.1380
1771810963.846,848781,3,6,1.3050,-0.1010,-0.1360,1.3050,-0.1010,-0.1360
1771810963.846,848781,3,7,1.2990,0.2360,-0.1230,1.2990,0.2360,-0.1230
1771810963.846,848781,3,8,1.7290,-1.0110,-0.7360,1.7290,-1.0110,-0.7360
1771810963.846,848781,3,9,1.1420,-0.4120,-0.4090,1.1420,-0.4120,-0.4090
1771810963.846,848781,3,10,1.1500,-0.1080,-0.4140,1.1500,-0.1080,-0.4140
1771810963.846,848781,3,11,1.1100,0.2030,-0.4050,1.1100,0.2030,-0.4050
1771810963.846,848781,3,12,0.5240,-0.4760,-0.2710,0.5240,-0.4760,-0.2710
1771810963.846,848781,3,13,0.9500,-0.3980,-0.6430,0.9500,-0.3980,-0.6430
1771810963.846,848781,3,14,0.9500,-0.1220,-0.6430,0.9500,-0.1220,-0.6430
1771810963.846,848781,3,15,0.9060,0.1560,-0.6410,0.9060,0.1560,-0.6410
1771810963.854,848786,4,0,0.8510,-1.0040,0.6910,0.8510,-1.0040,0.6910
1771810963.854,848786,4,1,1.1230,-0.8630,0.6380,1.1230,-0.8630,0.6380
1771810963.855,848786,4,2,1.1120,-0.5710,0.4780,1.1120,-0.5710,0.4780
1771810963.855,848786,4,3,1.0660,-0.3240,0.3640,1.0660,-0.3240,0.3640
1771810963.855,848786,4,4,0.2400,-0.4560,0.1820,0.2400,-0.4560,0.1820
1771810963.855,848786,4,5,1.1880,-1.0450,0.3500,1.1880,-1.0450,0.3500
1771810963.855,848786,4,6,1.5320,-0.8300,0.2470,1.5320,-0.8300,0.2470
1771810963.855,848786,4,7,0.4430,-0.3360,0.1250,0.4430,-0.3360,0.1250
1771810963.855,848786,4,8,0.2350,-0.4800,0.1290,0.2350,-0.4800,0.1290
1771810963.855,848786,4,9,0.2920,-0.4560,0.1080,0.2920,-0.4560,0.1080
1771810963.855,848786,4,10,0.3360,-0.4110,0.0830,0.3360,-0.4110,0.0830
1771810963.855,848786,4,11,0.3920,-0.3560,0.0500,0.3920,-0.3560,0.0500
1771810963.855,848786,4,12,0.2010,-0.4600,0.0800,0.2010,-0.4600,0.0800
1771810963.855,848786,4,13,0.2570,-0.4540,0.0530,0.2570,-0.4540,0.0530
1771810963.855,848786,4,14,0.3050,-0.4210,0.0230,0.3050,-0.4210,0.0230
1771810963.855,848786,4,15,0.3540,-0.3740,-0.0170,0.3540,-0.3740,-0.0170
1771810963.881,848828,1,0,0.2060,0.3010,0.1530,0.2060,0.3010,0.1530
1771810963.881,848828,1,1,0.6500,0.4460,0.3180,0.6500,0.4460,0.3180
1771810963.881,848828,1,2,0.3410,0.4300,0.2460,0.3410,0.4300,0.2460
1771810963.881,848828,1,3,1.1600,1.2950,0.9230,1.1600,1.2950,0.9230
1771810963.881,848828,1,4,0.2770,0.3180,0.1260,0.2770,0.3180,0.1260
1771810963.881,848828,1,5,0.2950,0.3700,0.1430,0.2950,0.3700,0.1430
1771810963.882,848828,1,6,0.3070,0.4400,0.1690,0.3070,0.4400,0.1690
1771810963.882,848828,1,7,0.3070,0.5330,0.2080,0.3070,0.5330,0.2080
1771810963.882,848828,1,8,1.0810,0.4920,-0.1330,1.0810,0.4920,-0.1330
1771810963.882,848828,1,9,1.2000,0.8230,-0.0790,1.2000,0.8230,-0.0790
1771810963.882,848828,1,10,1.1570,1.1720,0.0190,1.1570,1.1720,0.0190
1771810963.882,848828,1,11,0.5760,0.9440,0.1330,0.5760,0.9440,0.1330
1771810963.882,848828,1,12,1.0240,0.5760,-0.4010,1.0240,0.5760,-0.4010
1771810963.882,848828,1,13,0.9750,0.8250,-0.3190,0.9750,0.8250,-0.3190
1771810963.882,848828,1,14,0.6120,0.8080,-0.1150,0.6120,0.8080,-0.1150
1771810963.882,848828,1,15,0.4880,0.9280,-0.0550,0.4880,0.9280,-0.0550
1771810963.897,848831,2,0,1.8090,-0.3820,0.2500,1.8090,-0.3820,0.2500
1771810963.897,848831,2,1,1.3970,0.1040,0.1870,1.3970,0.1040,0.1870
1771810963.897,848831,2,2,1.4130,0.4180,0.1880,1.4130,0.4180,0.1880
1771810963.897,848831,2,3,1.3750,0.7380,0.2180,1.3750,0.7380,0.2180
1771810963.897,848831,2,4,0.5710,0.0690,0.0310,0.5710,0.0690,0.0310
1771810963.897,848831,2,5,1.4060,0.0880,-0.1580,1.4060,0.0880,-0.1580
1771810963.897,848831,2,6,1.4240,0.4350,-0.1620,1.4240,0.4350,-0.1620
1771810963.897,848831,2,7,1.3640,0.7840,-0.1360,1.3640,0.7840,-0.1360
1771810963.897,848831,2,8,1.2880,-0.2850,-0.5000,1.2880,-0.2850,-0.5000
1771810963.897,848831,2,9,1.3760,0.0750,-0.5310,1.3760,0.0750,-0.5310
1771810963.897,848831,2,10,1.3500,0.4420,-0.5180,1.3500,0.4420,-0.5180
1771810963.897,848831,2,11,1.3560,0.8380,-0.5360,1.3560,0.8380,-0.5360
1771810963.897,848831,2,12,0.7260,-0.0620,-0.4670,0.7260,-0.0620,-0.4670
1771810963.897,848831,2,13,0.8760,0.1350,-0.5750,0.8760,0.1350,-0.5750
1771810963.897,848831,2,14,0.8860,0.3880,-0.5840,0.8860,0.3880,-0.5840
1771810963.897,848831,2,15,0.8540,0.6500,-0.5910,0.8540,0.6500,-0.5910
1771810963.908,848835,3,0,1.1300,-0.6450,0.2010,1.1300,-0.6450,0.2010
1771810963.908,848835,3,1,1.1980,-0.3920,0.1780,1.1980,-0.3920,0.1780
1771810963.908,848835,3,2,1.2280,-0.1250,0.1790,1.2280,-0.1250,0.1790
1771810963.908,848835,3,3,1.1230,0.1220,0.2000,1.1230,0.1220,0.2000
1771810963.908,848835,3,4,1.0310,-0.6450,-0.0660,1.0310,-0.6450,-0.0660
1771810963.908,848835,3,5,1.3150,-0.4210,-0.1380,1.3150,-0.4210,-0.1380
1771810963.908,848835,3,6,1.3050,-0.1010,-0.1360,1.3050,-0.1010,-0.1360
1771810963.908,848835,3,7,1.2990,0.2360,-0.1230,1.2990,0.2360,-0.1230
1771810963.908,848835,3,8,1.7290,-1.0110,-0.7360,1.7290,-1.0110,-0.7360
1771810963.908,848835,3,9,1.1420,-0.4120,-0.4090,1.1420,-0.4120,-0.4090
1771810963.908,848835,3,10,1.1500,-0.1080,-0.4140,1.1500,-0.1080,-0.4140
1771810963.908,848835,3,11,1.1100,0.2030,-0.4050,1.1100,0.2030,-0.4050
1771810963.908,848835,3,12,0.5240,-0.4760,-0.2710,0.5240,-0.4760,-0.2710
1771810963.908,848835,3,13,0.9500,-0.3980,-0.6430,0.9500,-0.3980,-0.6430
1771810963.908,848835,3,14,0.9500,-0.1220,-0.6430,0.9500,-0.1220,-0.6430
1771810963.908,848835,3,15,0.9060,0.1560,-0.6410,0.9060,0.1560,-0.6410
1771810963.922,848839,4,0,0.8510,-1.0040,0.6910,0.8510,-1.0040,0.6910
1771810963.922,848839,4,1,1.1230,-0.8630,0.6380,1.1230,-0.8630,0.6380
1771810963.922,848839,4,2,1.1120,-0.5710,0.4780,1.1120,-0.5710,0.4780
1771810963.922,848839,4,3,1.0660,-0.3240,0.3640,1.0660,-0.3240,0.3640
1771810963.922,848839,4,4,0.2400,-0.4560,0.1820,0.2400,-0.4560,0.1820
1771810963.922,848839,4,5,1.1880,-1.0450,0.3500,1.1880,-1.0450,0.3500
1771810963.922,848839,4,6,1.5320,-0.8300,0.2470,1.5320,-0.8300,0.2470
1771810963.922,848839,4,7,0.4430,-0.3360,0.1250,0.4430,-0.3360,0.1250
1771810963.922,848839,4,8,0.2350,-0.4800,0.1290,0.2350,-0.4800,0.1290
1771810963.922,848839,4,9,0.2920,-0.4560,0.1080,0.2920,-0.4560,0.1080
1771810963.922,848839,4,10,0.3360,-0.4110,0.0830,0.3360,-0.4110,0.0830
1771810963.922,848839,4,11,0.3920,-0.3560,0.0500,0.3920,-0.3560,0.0500
1771810963.922,848839,4,12,0.2010,-0.4600,0.0800,0.2010,-0.4600,0.0800
1771810963.922,848839,4,13,0.2570,-0.4540,0.0530,0.2570,-0.4540,0.0530
1771810963.922,848839,4,14,0.3050,-0.4210,0.0230,0.3050,-0.4210,0.0230
1771810963.922,848839,4,15,0.3540,-0.3740,-0.0170,0.3540,-0.3740,-0.0170
1771810963.939,848878,1,0,0.2060,0.3010,0.1530,0.2060,0.3010,0.1530
1771810963.939,848878,1,1,0.6500,0.4460,0.3180,0.6500,0.4460,0.3180
1771810963.939,848878,1,2,0.3410,0.4300,0.2460,0.3410,0.4300,0.2460
1771810963.939,848878,1,3,1.1600,1.2950,0.9230,1.1600,1.2950,0.9230
1771810963.939,848878,1,4,0.2770,0.3180,0.1260,0.2770,0.3180,0.1260
1771810963.939,848878,1,5,0.2950,0.3700,0.1430,0.2950,0.3700,0.1430
1771810963.939,848878,1,6,0.3070,0.4400,0.1690,0.3070,0.4400,0.1690
1771810963.939,848878,1,7,0.3070,0.5330,0.2080,0.3070,0.5330,0.2080
1771810963.939,848878,1,8,1.0810,0.4920,-0.1330,1.0810,0.4920,-0.1330
1771810963.939,848878,1,9,1.2000,0.8230,-0.0790,1.2000,0.8230,-0.0790
1771810963.939,848878,1,10,1.1570,1.1720,0.0190,1.1570,1.1720,0.0190
1771810963.939,848878,1,11,0.5760,0.9440,0.1330,0.5760,0.9440,0.1330
1771810963.939,848878,1,12,1.0240,0.5760,-0.4010,1.0240,0.5760,-0.4010
1771810963.939,848878,1,13,0.9750,0.8250,-0.3190,0.9750,0.8250,-0.3190
1771810963.939,848878,1,14,0.6120,0.8080,-0.1150,0.6120,0.8080,-0.1150
1771810963.939,848878,1,15,0.4880,0.9280,-0.0550,0.4880,0.9280,-0.0550
1771810963.952,848881,2,0,1.8090,-0.3820,0.2500,1.8090,-0.3820,0.2500
1771810963.952,848881,2,1,1.3970,0.1040,0.1870,1.3970,0.1040,0.1870
1771810963.952,848881,2,2,1.4130,0.4180,0.1880,1.4130,0.4180,0.1880
1771810963.952,848881,2,3,1.3750,0.7380,0.2180,1.3750,0.7380,0.2180
1771810963.952,848881,2,4,0.5710,0.0690,0.0310,0.5710,0.0690,0.0310
1771810963.952,848881,2,5,1.4060,0.0880,-0.1580,1.4060,0.0880,-0.1580
1771810963.952,848881,2,6,1.4240,0.4350,-0.1620,1.4240,0.4350,-0.1620
1771810963.952,848881,2,7,1.3640,0.7840,-0.1360,1.3640,0.7840,-0.1360
1771810963.952,848881,2,8,1.2880,-0.2850,-0.5000,1.2880,-0.2850,-0.5000
1771810963.952,848881,2,9,1.3760,0.0750,-0.5310,1.3760,0.0750,-0.5310
1771810963.952,848881,2,10,1.3500,0.4420,-0.5180,1.3500,0.4420,-0.5180
1771810963.952,848881,2,11,1.3560,0.8380,-0.5360,1.3560,0.8380,-0.5360
1771810963.952,848881,2,12,0.7260,-0.0620,-0.4670,0.7260,-0.0620,-0.4670
1771810963.952,848881,2,13,0.8760,0.1350,-0.5750,0.8760,0.1350,-0.5750
1771810963.952,848881,2,14,0.8860,0.3880,-0.5840,0.8860,0.3880,-0.5840
1771810963.952,848881,2,15,0.8540,0.6500,-0.5910,0.8540,0.6500,-0.5910
1771810963.966,848885,3,0,1.1300,-0.6450,0.2010,1.1300,-0.6450,0.2010
1771810963.966,848885,3,1,1.1980,-0.3920,0.1780,1.1980,-0.3920,0.1780
1771810963.966,848885,3,2,1.2280,-0.1250,0.1790,1.2280,-0.1250,0.1790
1771810963.966,848885,3,3,1.1230,0.1220,0.2000,1.1230,0.1220,0.2000
1771810963.966,848885,3,4,1.0310,-0.6450,-0.0660,1.0310,-0.6450,-0.0660
1771810963.966,848885,3,5,1.3150,-0.4210,-0.1380,1.3150,-0.4210,-0.1380
1771810963.967,848885,3,6,1.3050,-0.1010,-0.1360,1.3050,-0.1010,-0.1360
1771810963.967,848885,3,7,1.2990,0.2360,-0.1230,1.2990,0.2360,-0.1230
1771810963.967,848885,3,8,1.7290,-1.0110,-0.7360,1.7290,-1.0110,-0.7360
1771810963.967,848885,3,9,1.1420,-0.4120,-0.4090,1.1420,-0.4120,-0.4090
1771810963.967,848885,3,10,1.1500,-0.1080,-0.4140,1.1500,-0.1080,-0.4140
1771810963.967,848885,3,11,1.1100,0.2030,-0.4050,1.1100,0.2030,-0.4050
1771810963.967,848885,3,12,0.5240,-0.4760,-0.2710,0.5240,-0.4760,-0.2710
1771810963.967,848885,3,13,0.9500,-0.3980,-0.6430,0.9500,-0.3980,-0.6430
1771810963.967,848885,3,14,0.9500,-0.1220,-0.6430,0.9500,-0.1220,-0.6430
1771810963.967,848885,3,15,0.9060,0.1560,-0.6410,0.9060,0.1560,-0.6410
1771810963.977,848889,4,0,0.8510,-1.0040,0.6910,0.8510,-1.0040,0.6910
1771810963.977,848889,4,1,1.1230,-0.8630,0.6380,1.1230,-0.8630,0.6380
1771810963.977,848889,4,2,1.1120,-0.5710,0.4780,1.1120,-0.5710,0.4780
1771810963.977,848889,4,3,1.0660,-0.3240,0.3640,1.0660,-0.3240,0.3640
1771810963.977,848889,4,4,0.2400,-0.4560,0.1820,0.2400,-0.4560,0.1820
1771810963.977,848889,4,5,1.1880,-1.0450,0.3500,1.1880,-1.0450,0.3500
1771810963.977,848889,4,6,1.5320,-0.8300,0.2470,1.5320,-0.8300,0.2470
1771810963.977,848889,4,7,0.4430,-0.3360,0.1250,0.4430,-0.3360,0.1250
1771810963.977,848889,4,8,0.2350,-0.4800,0.1290,0.2350,-0.4800,0.1290
1771810963.977,848889,4,9,0.2920,-0.4560,0.1080,0.2920,-0.4560,0.1080
1771810963.977,848889,4,10,0.3360,-0.4110,0.0830,0.3360,-0.4110,0.0830
1771810963.977,848889,4,11,0.3920,-0.3560,0.0500,0.3920,-0.3560,0.0500
1771810963.977,848889,4,12,0.2010,-0.4600,0.0800,0.2010,-0.4600,0.0800
1771810963.977,848889,4,13,0.2570,-0.4540,0.0530,0.2570,-0.4540,0.0530
