local_time_s,stream_t_ms,sid,cell,x_m_raw,y_m_raw,z_m_raw,x_m_corr,y_m_corr,z_m_corr
1771810962.024,846938,4,0,0.2660,-0.4540,0.2510,0.2660,-0.4540,0.2510
1771810962.024,846938,4,1,1.0080,-0.7990,0.5800,1.0080,-0.7990,0.5800
1771810962.024,846938,4,2,1.0760,-0.5610,0.4660,1.0760,-0.5610,0.4660
1771810962.024,846938,4,3,1.0840,-0.3240,0.3690,1.0840,-0.3240,0.3690
1771810962.024,846938,4,4,0.2560,-0.4750,0.1880,0.2560,-0.4750,0.1880
1771810962.024,846938,4,5,0.2900,-0.4280,0.1660,0.2900,-0.4280,0.1660
1771810962.024,846938,4,6,1.5220,-0.8270,0.2460,1.5220,-0.8270,0.2460
1771810962.024,846938,4,7,0.3950,-0.3310,0.1250,0.3950,-0.3310,0.1250
1771810962.024,846938,4,8,0.2310,-0.4750,0.1290,0.2310,-0.4750,0.1290
1771810962.024,846938,4,9,0.2630,-0.4320,0.1110,0.2630,-0.4320,0.1110
1771810962.024,846938,4,10,0.3140,-0.4000,0.0870,0.3140,-0.4000,0.0870
1771810962.024,846938,4,11,1.5850,-0.5920,-0.2680,1.5850,-0.5920,-0.2680
1771810962.024,846938,4,12,0.2020,-0.4620,0.0800,0.2020,-0.4620,0.0800
1771810962.024,846938,4,13,0.2380,-0.4340,0.0620,0.2380,-0.4340,0.0620
1771810962.024,846938,4,14,0.2880,-0.4110,0.0320,0.2880,-0.4110,0.0320
1771810962.024,846938,4,15,0.3490,-0.3730,-0.0140,0.3490,-0.3730,-0.0140
1771810962.040,846977,1,0,0.2640,0.3030,0.1670,0.2640,0.3030,0.1670
1771810962.040,846977,1,1,0.3290,0.3600,0.2060,0.3290,0.3600,0.2060
1771810962.040,846977,1,2,0.7840,0.6750,0.4680,0.7840,0.6750,0.4680
1771810962.040,846977,1,3,0.6230,0.7890,0.5190,0.6230,0.7890,0.5190
1771810962.040,846977,1,4,0.3420,0.3250,0.1250,0.3420,0.3250,0.1250
1771810962.040,846977,1,5,0.3700,0.3980,0.1490,0.3700,0.3980,0.1490
1771810962.040,846977,1,6,0.9190,0.8600,0.2950,0.9190,0.8600,0.2950
1771810962.040,846977,1,7,0.3390,0.5700,0.2210,0.3390,0.5700,0.2210
1771810962.040,846977,1,8,0.3850,0.3550,0.0520,0.3850,0.3550,0.0520
1771810962.040,846977,1,9,0.3970,0.4390,0.0720,0.3970,0.4390,0.0720
1771810962.040,846977,1,10,1.2710,1.2660,0.0080,1.2710,1.2660,0.0080
1771810962.040,846977,1,11,0.6840,1.0890,0.1340,0.6840,1.0890,0.1340
1771810962.040,846977,1,12,0.3580,0.3750,-0.0200,0.3580,0.3750,-0.0200
1771810962.040,846977,1,13,0.3780,0.4650,-0.0140,0.3780,0.4650,-0.0140
1771810962.040,846977,1,14,0.7670,0.9620,-0.1880,0.7670,0.9620,-0.1880
1771810962.040,846977,1,15,0.5810,1.0800,-0.0980,0.5810,1.0800,-0.0980
1771810962.047,846980,2,0,1.9580,-0.4380,0.2610,1.9580,-0.4380,0.2610
1771810962.047,846980,2,1,1.5350,0.0880,0.1930,1.5350,0.0880,0.1930
1771810962.047,846980,2,2,1.5900,0.4400,0.1960,1.5900,0.4400,0.1960
1771810962.047,846980,2,3,1.4950,0.7840,0.2270,1.4950,0.7840,0.2270
1771810962.047,846980,2,4,0.6670,0.0290,0.0110,0.6670,0.0290,0.0110
1771810962.047,846980,2,5,1.5540,0.0680,-0.1910,1.5540,0.0680,-0.1910
1771810962.047,846980,2,6,1.5820,0.4570,-0.1970,1.5820,0.4570,-0.1970
1771810962.047,846980,2,7,1.5140,0.8470,-0.1680,1.5140,0.8470,-0.1680
1771810962.047,846980,2,8,1.0260,-0.1630,-0.3600,1.0260,-0.1630,-0.3600
1771810962.047,846980,2,9,1.4820,0.0590,-0.5870,1.4820,0.0590,-0.5870
1771810962.047,846980,2,10,1.4880,0.4630,-0.5900,1.4880,0.4630,-0.5900
1771810962.047,846980,2,11,1.3870,0.8520,-0.5530,1.3870,0.8520,-0.5530
1771810962.047,846980,2,12,0.7790,-0.0900,-0.5190,0.7790,-0.0900,-0.5190
1771810962.047,846980,2,13,0.8630,0.1370,-0.5630,0.8630,0.1370,-0.5630
1771810962.047,846980,2,14,0.9360,0.3960,-0.6310,0.9360,0.3960,-0.6310
1771810962.047,846980,2,15,0.8390,0.6420,-0.5770,0.8390,0.6420,-0.5770
1771810962.057,846984,3,0,1.0700,-0.6220,0.1960,1.0700,-0.6220,0.1960
1771810962.057,846984,3,1,1.1250,-0.3830,0.1740,1.1250,-0.3830,0.1740
1771810962.057,846984,3,2,1.2180,-0.1260,0.1790,1.2180,-0.1260,0.1790
1771810962.057,846984,3,3,1.1330,0.1260,0.2010,1.1330,0.1260,0.2010
1771810962.057,846984,3,4,1.0310,-0.6450,-0.0660,1.0310,-0.6450,-0.0660
1771810962.057,846984,3,5,1.5440,-0.4510,-0.1880,1.5440,-0.4510,-0.1880
1771810962.057,846984,3,6,1.5890,-0.0630,-0.1980,1.5890,-0.0630,-0.1980
1771810962.057,846984,3,7,1.5600,0.3460,-0.1770,1.5600,0.3460,-0.1770
1771810962.057,846984,3,8,0.4530,-0.4180,-0.0540,0.4530,-0.4180,-0.0540
1771810962.057,846984,3,9,1.3920,-0.4490,-0.5400,1.3920,-0.4490,-0.5400
1771810962.057,846984,3,10,1.4040,-0.0710,-0.5460,1.4040,-0.0710,-0.5460
1771810962.057,846984,3,11,1.3300,0.3050,-0.5230,1.3300,0.3050,-0.5230
1771810962.057,846984,3,12,0.4180,-0.4200,-0.1670,0.4180,-0.4200,-0.1670
1771810962.057,846984,3,13,1.1400,-0.4300,-0.8180,1.1400,-0.4300,-0.8180
1771810962.057,846984,3,14,1.1450,-0.0900,-0.8230,1.1450,-0.0900,-0.8230
1771810962.058,846984,3,15,1.0810,0.2490,-0.8120,1.0810,0.2490,-0.8120
1771810962.071,846988,4,0,0.2660,-0.4540,0.2510,0.2660,-0.4540,0.2510
1771810962.071,846988,4,1,1.0080,-0.7990,0.5800,1.0080,-0.7990,0.5800
1771810962.071,846988,4,2,1.0760,-0.5610,0.4660,1.0760,-0.5610,0.4660
1771810962.071,846988,4,3,1.0840,-0.3240,0.3690,1.0840,-0.3240,0.3690
1771810962.071,846988,4,4,0.2560,-0.4750,0.1880,0.2560,-0.4750,0.1880
1771810962.071,846988,4,5,0.2900,-0.4280,0.1660,0.2900,-0.4280,0.1660
1771810962.071,846988,4,6,1.5220,-0.8270,0.2460,1.5220,-0.8270,0.2460
1771810962.071,846988,4,7,0.3950,-0.3310,0.1250,0.3950,-0.3310,0.1250
1771810962.071,846988,4,8,0.2310,-0.4750,0.1290,0.2310,-0.4750,0.1290
1771810962.071,846988,4,9,0.2630,-0.4320,0.1110,0.2630,-0.4320,0.1110
1771810962.071,846988,4,10,0.3140,-0.4000,0.0870,0.3140,-0.4000,0.0870
1771810962.071,846988,4,11,1.5850,-0.5920,-0.2680,1.5850,-0.5920,-0.2680
1771810962.071,846988,4,12,0.2020,-0.4620,0.0800,0.2020,-0.4620,0.0800
1771810962.071,846988,4,13,0.2380,-0.4340,0.0620,0.2380,-0.4340,0.0620
1771810962.071,846988,4,14,0.2880,-0.4110,0.0320,0.2880,-0.4110,0.0320
1771810962.071,846988,4,15,0.3490,-0.3730,-0.0140,0.3490,-0.3730,-0.0140
1771810962.080,847027,1,0,0.2640,0.3030,0.1670,0.2640,0.3030,0.1670
1771810962.080,847027,1,1,0.3290,0.3600,0.2060,0.3290,0.3600,0.2060
1771810962.080,847027,1,2,0.7840,0.6750,0.4680,0.7840,0.6750,0.4680
1771810962.080,847027,1,3,0.6230,0.7890,0.5190,0.6230,0.7890,0.5190
1771810962.080,847027,1,4,0.3420,0.3250,0.1250,0.3420,0.3250,0.1250
1771810962.080,847027,1,5,0.3700,0.3980,0.1490,0.3700,0.3980,0.1490
1771810962.080,847027,1,6,0.9190,0.8600,0.2950,0.9190,0.8600,0.2950
1771810962.080,847027,1,7,0.3390,0.5700,0.2210,0.3390,0.5700,0.2210
1771810962.080,847027,1,8,0.3850,0.3550,0.0520,0.3850,0.3550,0.0520
1771810962.080,847027,1,9,0.3970,0.4390,0.0720,0.3970,0.4390,0.0720
1771810962.080,847027,1,10,1.2710,1.2660,0.0080,1.2710,1.2660,0.0080
1771810962.080,847027,1,11,0.6840,1.0890,0.1340,0.6840,1.0890,0.1340
1771810962.080,847027,1,12,0.3580,0.3750,-0.0200,0.3580,0.3750,-0.0200
1771810962.080,847027,1,13,0.3780,0.4650,-0.0140,0.3780,0.4650,-0.0140
1771810962.080,847027,1,14,0.7670,0.9620,-0.1880,0.7670,0.9620,-0.1880
1771810962.080,847027,1,15,0.5810,1.0800,-0.0980,0.5810,1.0800,-0.0980
1771810962.092,847031,2,0,1.9580,-0.4380,0.2610,1.9580,-0.4380,0.2610
1771810962.092,847031,2,1,1.5350,0.0880,0.1930,1.5350,0.0880,0.1930
1771810962.092,847031,2,2,1.5900,0.4400,0.1960,1.5900,0.4400,0.1960
1771810962.092,847031,2,3,1.4950,0.7840,0.2270,1.4950,0.7840,0.2270
1771810962.092,847031,2,4,0.6670,0.0290,0.0110,0.6670,0.0290,0.0110
1771810962.092,847031,2,5,1.5540,0.0680,-0.1910,1.5540,0.0680,-0.1910
1771810962.092,847031,2,6,1.5820,0.4570,-0.1970,1.5820,0.4570,-0.1970
1771810962.092,847031,2,7,1.5140,0.8470,-0.1680,1.5140,0.8470,-0.1680
1771810962.092,847031,2,8,1.0260,-0.1630,-0.3600,1.0260,-0.1630,-0.3600
1771810962.092,847031,2,9,1.4820,0.0590,-0.5870,1.4820,0.0590,-0.5870
1771810962.092,847031,2,10,1.4880,0.4630,-0.5900,1.4880,0.4630,-0.5900
1771810962.092,847031,2,11,1.3870,0.8520,-0.5530,1.3870,0.8520,-0.5530
1771810962.092,847031,2,12,0.7790,-0.0900,-0.5190,0.7790,-0.0900,-0.5190
1771810962.092,847031,2,13,0.8630,0.1370,-0.5630,0.8630,0.1370,-0.5630
1771810962.092,847031,2,14,0.9360,0.3960,-0.6310,0.9360,0.3960,-0.6310
1771810962.092,847031,2,15,0.8390,0.6420,-0.5770,0.8390,0.6420,-0.5770
1771810962.106,847035,3,0,1.0700,-0.6220,0.1960,1.0700,-0.6220,0.1960
1771810962.106,847035,3,1,1.1250,-0.3830,0.1740,1.1250,-0.3830,0.1740
1771810962.106,847035,3,2,1.2180,-0.1260,0.1790,1.2180,-0.1260,0.1790
1771810962.106,847035,3,3,1.1330,0.1260,0.2010,1.1330,0.1260,0.2010
1771810962.106,847035,3,4,1.0310,-0.6450,-0.0660,1.0310,-0.6450,-0.0660
1771810962.106,847035,3,5,1.5440,-0.4510,-0.1880,1.5440,-0.4510,-0.1880
1771810962.106,847035,3,6,1.5890,-0.0630,-0.1980,1.5890,-0.0630,-0.1980
1771810962.106,847035,3,7,1.5600,0.3460,-0.1770,1.5600,0.3460,-0.1770
1771810962.106,847035,3,8,0.4530,-0.4180,-0.0540,0.4530,-0.4180,-0.0540
1771810962.106,847035,3,9,1.3920,-0.4490,-0.5400,1.3920,-0.4490,-0.5400
1771810962.106,847035,3,10,1.4040,-0.0710,-0.5460,1.4040,-0.0710,-0.5460
1771810962.106,847035,3,11,1.3300,0.3050,-0.5230,1.3300,0.3050,-0.5230
1771810962.106,847035,3,12,0.4180,-0.4200,-0.1670,0.4180,-0.4200,-0.1670
1771810962.106,847035,3,13,1.1400,-0.4300,-0.8180,1.1400,-0.4300,-0.8180
1771810962.106,847035,3,14,1.1450,-0.0900,-0.8230,1.1450,-0.0900,-0.8230
1771810962.106,847035,3,15,1.0810,0.2490,-0.8120,1.0810,0.2490,-0.8120
1771810962.115,847039,4,0,0.2660,-0.4540,0.2510,0.2660,-0.4540,0.2510
1771810962.115,847039,4,1,1.0080,-0.7990,0.5800,1.0080,-0.7990,0.5800
1771810962.115,847039,4,2,1.0760,-0.5610,0.4660,1.0760,-0.5610,0.4660
1771810962.115,847039,4,3,1.0840,-0.3240,0.3690,1.0840,-0.3240,0.3690
1771810962.115,847039,4,4,0.2560,-0.4750,0.1880,0.2560,-0.4750,0.1880
1771810962.115,847039,4,5,0.2900,-0.4280,0.1660,0.2900,-0.4280,0.1660
1771810962.115,847039,4,6,1.5220,-0.8270,0.2460,1.5220,-0.8270,0.2460
1771810962.115,847039,4,7,0.3950,-0.3310,0.1250,0.3950,-0.3310,0.1250
1771810962.115,847039,4,8,0.2310,-0.4750,0.1290,0.2310,-0.4750,0.1290
1771810962.115,847039,4,9,0.2630,-0.4320,0.1110,0.2630,-0.4320,0.1110
1771810962.115,847039,4,10,0.3140,-0.4000,0.0870,0.3140,-0.4000,0.0870
1771810962.115,847039,4,11,1.5850,-0.5920,-0.2680,1.5850,-0.5920,-0.2680
1771810962.115,847039,4,12,0.2020,-0.4620,0.0800,0.2020,-0.4620,0.0800
1771810962.115,847039,4,13,0.2380,-0.4340,0.0620,0.2380,-0.4340,0.0620
1771810962.115,847039,4,14,0.2880,-0.4110,0.0320,0.2880,-0.4110,0.0320
1771810962.115,847039,4,15,0.3490,-0.3730,-0.0140,0.3490,-0.3730,-0.0140
1771810962.132,847077,1,0,0.2640,0.3030,0.1670,0.2640,0.3030,0.1670
1771810962.132,847077,1,1,0.3290,0.3600,0.2060,0.3290,0.3600,0.2060
1771810962.132,847077,1,2,0.7840,0.6750,0.4680,0.7840,0.6750,0.4680
1771810962.132,847077,1,3,0.6230,0.7890,0.5190,0.6230,0.7890,0.5190
1771810962.132,847077,1,4,0.3420,0.3250,0.1250,0.3420,0.3250,0.1250
1771810962.132,847077,1,5,0.3700,0.3980,0.1490,0.3700,0.3980,0.1490
1771810962.132,847077,1,6,0.9190,0.8600,0.2950,0.9190,0.8600,0.2950
1771810962.132,847077,1,7,0.3390,0.5700,0.2210,0.3390,0.5700,0.2210
1771810962.132,847077,1,8,0.3850,0.3550,0.0520,0.3850,0.3550,0.0520
1771810962.132,847077,1,9,0.3970,0.4390,0.0720,0.3970,0.4390,0.0720
1771810962.132,847077,1,10,1.2710,1.2660,0.0080,1.2710,1.2660,0.0080
1771810962.132,847077,1,11,0.6840,1.0890,0.1340,0.6840,1.0890,0.1340
1771810962.132,847077,1,12,0.3580,0.3750,-0.0200,0.3580,0.3750,-0.0200
1771810962.132,847077,1,13,0.3780,0.4650,-0.0140,0.3780,0.4650,-0.0140
1771810962.132,847077,1,14,0.7670,0.9620,-0.1880,0.7670,0.9620,-0.1880
1771810962.132,847077,1,15,0.5810,1.0800,-0.0980,0.5810,1.0800,-0.0980
1771810962.140,847080,2,0,1.9580,-0.4380,0.2610,1.9580,-0.4380,0.2610
1771810962.140,847080,2,1,1.5350,0.0880,0.1930,1.5350,0.0880,0.1930
1771810962.140,847080,2,2,1.5900,0.4400,0.1960,1.5900,0.4400,0.1960
1771810962.140,847080,2,3,1.4950,0.7840,0.2270,1.4950,0.7840,0.2270
1771810962.140,847080,2,4,0.6670,0.0290,0.0110,0.6670,0.0290,0.0110
1771810962.140,847080,2,5,1.5540,0.0680,-0.1910,1.5540,0.0680,-0.1910
1771810962.140,847080,2,6,1.5820,0.4570,-0.1970,1.5820,0.4570,-0.1970
1771810962.140,847080,2,7,1.5140,0.8470,-0.1680,1.5140,0.8470,-0.1680
1771810962.140,847080,2,8,1.0260,-0.1630,-0.3600,1.0260,-0.1630,-0.3600
1771810962.140,847080,2,9,1.4820,0.0590,-0.5870,1.4820,0.0590,-0.5870
1771810962.140,847080,2,10,1.4880,0.4630,-0.5900,1.4880,0.4630,-0.5900
1771810962.140,847080,2,11,1.3870,0.8520,-0.5530,1.3870,0.8520,-0.5530
1771810962.140,847080,2,12,0.7790,-0.0900,-0.5190,0.7790,-0.0900,-0.5190
1771810962.140,847080,2,13,0.8630,0.1370,-0.5630,0.8630,0.1370,-0.5630
1771810962.140,847080,2,14,0.9360,0.3960,-0.6310,0.9360,0.3960,-0.6310
1771810962.140,847080,2,15,0.8390,0.6420,-0.5770,0.8390,0.6420,-0.5770
1771810962.156,847084,3,0,1.0700,-0.6220,0.1960,1.0700,-0.6220,0.1960
1771810962.156,847084,3,1,1.1250,-0.3830,0.1740,1.1250,-0.3830,0.1740
1771810962.156,847084,3,2,1.2180,-0.1260,0.1790,1.2180,-0.1260,0.1790
1771810962.156,847084,3,3,1.1330,0.1260,0.2010,1.1330,0.1260,0.2010
1771810962.156,847084,3,4,1.0310,-0.6450,-0.0660,1.0310,-0.6450,-0.0660
1771810962.156,847084,3,5,1.5440,-0.4510,-0.1880,1.5440,-0.4510,-0.1880
1771810962.156,847084,3,6,1.5890,-0.0630,-0.1980,1.5890,-0.0630,-0.1980
1771810962.156,847084,3,7,1.5600,0.3460,-0.1770,1.5600,0.3460,-0.1770
1771810962.156,847084,3,8,0.4530,-0.4180,-0.0540,0.4530,-0.4180,-0.0540
1771810962.156,847084,3,9,1.3920,-0.4490,-0.5400,1.3920,-0.4490,-0.5400
1771810962.156,847084,3,10,1.4040,-0.0710,-0.5460,1.4040,-0.0710,-0.5460
1771810962.156,847084,3,11,1.3300,0.3050,-0.5230,1.3300,0.3050,-0.5230
1771810962.156,847084,3,12,0.4180,-0.4200,-0.1670,0.4180,-0.4200,-0.1670
1771810962.157,847084,3,13,1.1400,-0.4300,-0.8180,1.1400,-0.4300,-0.8180
1771810962.157,847084,3,14,1.1450,-0.0900,-0.8230,1.1450,-0.0900,-0.8230
1771810962.157,847084,3,15,1.0810,0.2490,-0.8120,1.0810,0.2490,-0.8120
1771810962.168,847088,4,0,0.2660,-0.4540,0.2510,0.2660,-0.4540,0.2510
1771810962.168,847088,4,1,1.0080,-0.7990,0.5800,1.0080,-0.7990,0.5800
1771810962.168,847088,4,2,1.0760,-0.5610,0.4660,1.0760,-0.5610,0.4660
1771810962.168,847088,4,3,1.0840,-0.3240,0.3690,1.0840,-0.3240,0.3690
1771810962.168,847088,4,4,0.2560,-0.4750,0.1880,0.2560,-0.4750,0.1880
1771810962.168,847088,4,5,0.2900,-0.4280,0.1660,0.2900,-0.4280,0.1660
1771810962.168,847088,4,6,1.5220,-0.8270,0.2460,1.5220,-0.8270,0.2460
1771810962.168,847088,4,7,0.3950,-0.3310,0.1250,0.3950,-0.3310,0.1250
1771810962.168,847088,4,8,0.2310,-0.4750,0.1290,0.2310,-0.4750,0.1290
1771810962.168,847088,4,9,0.2630,-0.4320,0.1110,0.2630,-0.4320,0.1110
1771810962.168,847088,4,10,0.3140,-0.4000,0.0870,0.3140,-0.4000,0.0870
1771810962.168,847088,4,11,1.5850,-0.5920,-0.2680,1.5850,-0.5920,-0.2680
1771810962.168,847088,4,12,0.2020,-0.4620,0.0800,0.2020,-0.4620,0.0800
1771810962.168,847088,4,13,0.2380,-0.4340,0.0620,0.2380,-0.4340,0.0620
1771810962.168,847088,4,14,0.2880,-0.4110,0.0320,0.2880,-0.4110,0.0320
1771810962.168,847088,4,15,0.3490,-0.3730,-0.0140,0.3490,-0.3730,-0.0140
1771810962.183,847127,1,0,0.2640,0.3030,0.1670,0.2640,0.3030,0.1670
1771810962.183,847127,1,1,0.3290,0.3600,0.2060,0.3290,0.3600,0.2060
1771810962.183,847127,1,2,0.7840,0.6750,0.4680,0.7840,0.6750,0.4680
1771810962.183,847127,1,3,0.6230,0.7890,0.5190,0.6230,0.7890,0.5190
1771810962.183,847127,1,4,0.3420,0.3250,0.1250,0.3420,0.3250,0.1250
1771810962.183,847127,1,5,0.3700,0.3980,0.1490,0.3700,0.3980,0.1490
1771810962.183,847127,1,6,0.9190,0.8600,0.2950,0.9190,0.8600,0.2950
1771810962.183,847127,1,7,0.3390,0.5700,0.2210,0.3390,0.5700,0.2210
1771810962.183,847127,1,8,0.3850,0.3550,0.0520,0.3850,0.3550,0.0520
1771810962.183,847127,1,9,0.3970,0.4390,0.0720,0.3970,0.4390,0.0720
1771810962.183,847127,1,10,1.2710,1.2660,0.0080,1.2710,1.2660,0.0080
1771810962.183,847127,1,11,0.6840,1.0890,0.1340,0.6840,1.0890,0.1340
1771810962.183,847127,1,12,0.3580,0.3750,-0.0200,0.3580,0.3750,-0.0200
1771810962.183,847127,1,13,0.3780,0.4650,-0.0140,0.3780,0.4650,-0.0140
1771810962.183,847127,1,14,0.7670,0.9620,-0.1880,0.7670,0.9620,-0.1880
1771810962.183,847127,1,15,0.5810,1.0800,-0.0980,0.5810,1.0800,-0.0980
1771810962.194,847130,2,0,1.9580,-0.4380,0.2610,1.9580,-0.4380,0.2610
1771810962.194,847130,2,1,1.5350,0.0880,0.1930,1.5350,0.0880,0.1930
1771810962.194,847130,2,2,1.5900,0.4400,0.1960,1.5900,0.4400,0.1960
1771810962.194,847130,2,3,1.4950,0.7840,0.2270,1.4950,0.7840,0.2270
1771810962.194,847130,2,4,0.6670,0.0290,0.0110,0.6670,0.0290,0.0110
1771810962.194,847130,2,5,1.5540,0.0680,-0.1910,1.5540,0.0680,-0.1910
1771810962.194,847130,2,6,1.5820,0.4570,-0.1970,1.5820,0.4570,-0.1970
1771810962.194,847130,2,7,1.5140,0.8470,-0.1680,1.5140,0.8470,-0.1680
1771810962.194,847130,2,8,1.0260,-0.1630,-0.3600,1.0260,-0.1630,-0.3600
1771810962.194,847130,2,9,1.4820,0.0590,-0.5870,1.4820,0.0590,-0.5870
1771810962.194,847130,2,10,1.4880,0.4630,-0.5900,1.4880,0.4630,-0.5900
1771810962.194,847130,2,11,1.3870,0.8520,-0.5530,1.3870,0.8520,-0.5530
1771810962.194,847130,2,12,0.7790,-0.0900,-0.5190,0.7790,-0.0900,-0.5190
1771810962.194,847130,2,13,0.8630,0.1370,-0.5630,0.8630,0.1370,-0.5630
1771810962.194,847130,2,14,0.9360,0.3960,-0.6310,0.9360,0.3960,-0.6310
1771810962.194,847130,2,15,0.8390,0.6420,-0.5770,0.8390,0.6420,-0.5770
1771810962.200,847134,3,0,1.0700,-0.6220,0.1960,1.0700,-0.6220,0.1960
1771810962.200,847134,3,1,1.1250,-0.3830,0.1740,1.1250,-0.3830,0.1740
1771810962.200,847134,3,2,1.2180,-0.1260,0.1790,1.2180,-0.1260,0.1790
1771810962.200,847134,3,3,1.1330,0.1260,0.2010,1.1330,0.1260,0.2010
1771810962.200,847134,3,4,1.0310,-0.6450,-0.0660,1.0310,-0.6450,-0.0660
1771810962.200,847134,3,5,1.5440,-0.4510,-0.1880,1.5440,-0.4510,-0.1880
1771810962.200,847134,3,6,1.5890,-0.0630,-0.1980,1.5890,-0.0630,-0.1980
1771810962.200,847134,3,7,1.5600,0.3460,-0.1770,1.5600,0.3460,-0.1770
1771810962.200,847134,3,8,0.4530,-0.4180,-0.0540,0.4530,-0.4180,-0.0540
1771810962.200,847134,3,9,1.3920,-0.4490,-0.5400,1.3920,-0.4490,-0.5400
1771810962.200,847134,3,10,1.4040,-0.0710,-0.5460,1.4040,-0.0710,-0.5460
1771810962.200,847134,3,11,1.3300,0.3050,-0.5230,1.3300,0.3050,-0.5230
1771810962.200,847134,3,12,0.4180,-0.4200,-0.1670,0.4180,-0.4200,-0.1670
1771810962.200,847134,3,13,1.1400,-0.4300,-0.8180,1.1400,-0.4300,-0.8180
1771810962.200,847134,3,14,1.1450,-0.0900,-0.8230,1.1450,-0.0900,-0.8230
1771810962.200,847134,3,15,1.0810,0.2490,-0.8120,1.0810,0.2490,-0.8120
1771810962.214,847138,4,0,0.2660,-0.4540,0.2510,0.2660,-0.4540,0.2510
1771810962.214,847138,4,1,1.0080,-0.7990,0.5800,1.0080,-0.7990,0.5800
1771810962.214,847138,4,2,1.0760,-0.5610,0.4660,1.0760,-0.5610,0.4660
1771810962.214,847138,4,3,1.0840,-0.3240,0.3690,1.0840,-0.3240,0.3690
1771810962.214,847138,4,4,0.2560,-0.4750,0.1880,0.2560,-0.4750,0.1880
1771810962.214,847138,4,5,0.2900,-0.4280,0.1660,0.2900,-0.4280,0.1660
1771810962.214,847138,4,6,1.5220,-0.8270,0.2460,1.5220,-0.8270,0.2460
1771810962.214,847138,4,7,0.3950,-0.3310,0.1250,0.3950,-0.3310,0.1250
1771810962.214,847138,4,8,0.2310,-0.4750,0.1290,0.2310,-0.4750,0.1290
1771810962.214,847138,4,9,0.2630,-0.4320,0.1110,0.2630,-0.4320,0.1110
1771810962.214,847138,4,10,0.3140,-0.4000,0.0870,0.3140,-0.4000,0.0870
1771810962.214,847138,4,11,1.5850,-0.5920,-0.2680,1.5850,-0.5920,-0.2680
1771810962.214,847138,4,12,0.2020,-0.4620,0.0800,0.2020,-0.4620,0.0800
1771810962.214,847138,4,13,0.2380,-0.4340,0.0620,0.2380,-0.4340,0.0620
1771810962.214,847138,4,14,0.2880,-0.4110,0.0320,0.2880,-0.4110,0.0320
1771810962.214,847138,4,15,0.3490,-0.3730,-0.0140,0.3490,-0.3730,-0.0140
1771810962.234,847177,1,0,0.2640,0.3030,0.1670,0.2640,0.3030,0.1670
1771810962.234,847177,1,1,0.3290,0.3600,0.2060,0.3290,0.3600,0.2060
1771810962.234,847177,1,2,0.7840,0.6750,0.4680,0.7840,0.6750,0.4680
1771810962.234,847177,1,3,0.6230,0.7890,0.5190,0.6230,0.7890,0.5190
1771810962.234,847177,1,4,0.3420,0.3250,0.1250,0.3420,0.3250,0.1250
1771810962.234,847177,1,5,0.3700,0.3980,0.1490,0.3700,0.3980,0.1490
1771810962.234,847177,1,6,0.9190,0.8600,0.2950,0.9190,0.8600,0.2950
1771810962.234,847177,1,7,0.3390,0.5700,0.2210,0.3390,0.5700,0.2210
1771810962.234,847177,1,8,0.3850,0.3550,0.0520,0.3850,0.3550,0.0520
1771810962.234,847177,1,9,0.3970,0.4390,0.0720,0.3970,0.4390,0.0720
1771810962.234,847177,1,10,1.2710,1.2660,0.0080,1.2710,1.2660,0.0080
1771810962.234,847177,1,11,0.6840,1.0890,0.1340,0.6840,1.0890,0.1340
1771810962.234,847177,1,12,0.3580,0.3750,-0.0200,0.3580,0.3750,-0.0200
1771810962.234,847177,1,13,0.3780,0.4650,-0.0140,0.3780,0.4650,-0.0140
1771810962.234,847177,1,14,0.7670,0.9620,-0.1880,0.7670,0.9620,-0.1880
1771810962.234,847177,1,15,0.5810,1.0800,-0.0980,0.5810,1.0800,-0.0980
1771810962.245,847180,2,0,1.9580,-0.4380,0.2610,1.9580,-0.4380,0.2610
1771810962.245,847180,2,1,1.5350,0.0880,0.1930,1.5350,0.0880,0.1930
1771810962.245,847180,2,2,1.5900,0.4400,0.1960,1.5900,0.4400,0.1960
1771810962.245,847180,2,3,1.4950,0.7840,0.2270,1.4950,0.7840,0.2270
1771810962.245,847180,2,4,0.6670,0.0290,0.0110,0.6670,0.0290,0.0110
1771810962.245,847180,2,5,1.5540,0.0680,-0.1910,1.5540,0.0680,-0.1910
1771810962.245,847180,2,6,1.5820,0.4570,-0.1970,1.5820,0.4570,-0.1970
1771810962.245,847180,2,7,1.5140,0.8470,-0.1680,1.5140,0.8470,-0.1680
1771810962.245,847180,2,8,1.0260,-0.1630,-0.3600,1.0260,-0.1630,-0.3600
1771810962.245,847180,2,9,1.4820,0.0590,-0.5870,1.4820,0.0590,-0.5870
1771810962.245,847180,2,10,1.4880,0.4630,-0.5900,1.4880,0.4630,-0.5900
1771810962.245,847180,2,11,1.3870,0.8520,-0.5530,1.3870,0.8520,-0.5530
1771810962.245,847180,2,12,0.7790,-0.0900,-0.5190,0.7790,-0.0900,-0.5190
1771810962.245,847180,2,13,0.8630,0.1370,-0.5630,0.8630,0.1370,-0.5630
1771810962.245,847180,2,14,0.9360,0.3960,-0.6310,0.9360,0.3960,-0.6310
1771810962.245,847180,2,15,0.8390,0.6420,-0.5770,0.8390,0.6420,-0.5770
