local_time_s,sid,cell,valid,x_mm,y_mm,z_mm,target_status,sensor_ts_ms
1772480122.367,1,1,1,759.50,751.40,812.00,5,1135205
1772480122.367,1,2,1,955.50,622.70,856.00,9,1135205
1772480122.367,1,3,1,1137.90,423.30,908.10,5,1135205
1772480122.367,1,4,1,579.10,834.90,591.20,5,1135205
1772480122.367,1,5,1,772.30,761.20,602.40,5,1135205
1772480122.367,1,6,1,1000.00,973.00,629.90,5,1135205
1772480122.367,1,1,1,761.70,753.10,813.20,5,1135205
1772480122.367,1,2,1,963.20,625.80,859.50,9,1135205
1772480122.367,1,3,1,1193.70,430.70,931.40,9,1135205
1772480122.367,1,4,1,584.60,841.90,592.40,5,1135205
1772480122.367,1,5,1,783.30,769.70,604.20,5,1135205
1772480122.367,1,6,1,982.20,633.70,618.10,5,1135205
1772480122.367,1,7,1,1278.80,441.90,649.50,9,1135205
1772480122.367,1,8,1,584.00,841.20,411.10,5,1135205
1772480122.367,1,9,1,778.60,766.00,399.80,5,1135205
1772480122.367,1,10,1,978.50,632.20,385.70,5,1135205
1772480122.367,1,13,1,741.90,737.90,200.50,5,1135205
1772480122.367,1,14,1,942.70,617.40,153.00,5,1135205
1772480122.367,1,15,1,1184.60,429.50,75.70,5,1135205
1772480122.367,2,7,1,2617.00,-753.20,849.20,10,19
1772480122.367,2,0,1,1448.70,783.60,1071.50,5,19
1772480122.367,2,4,1,1589.30,841.80,702.80,5,19
1772480122.367,2,5,1,1310.00,638.40,1471.00,10,19
1772480122.367,2,9,1,3721.40,723.70,31.10,255,19
1772480122.367,2,10,1,3835.40,-224.40,16.00,255,19
1772480122.367,2,11,1,2435.70,-678.10,179.90,255,19
1772480122.367,2,12,1,1261.00,705.80,16.00,5,19
1772480122.367,2,0,1,1444.50,781.80,1069.60,5,19
1772480122.367,2,1,1,2375.20,546.50,1419.70,255,19
1772480122.367,2,2,1,2986.20,-112.60,1675.00,255,19
1772480122.367,2,3,1,2298.90,-621.40,1452.60,255,19
1772480122.367,2,4,1,1632.40,859.70,708.90,5,19
1772480122.367,2,15,1,1118.40,-132.40,79.90,5,19
1772480122.367,3,11,1,2590.50,742.20,845.50,255,1137980
1772480122.367,3,12,1,1368.50,-750.40,1035.50,5,1137980
1772480122.367,3,13,1,3029.20,-632.60,1692.90,255,1137980
1772480122.367,3,14,1,1415.30,-94.30,1018.70,255,1137980
