local_time_s,sid,cell,valid,x_mm,y_mm,z_mm,target_status,sensor_ts_ms
1772480558.380,2,0,1,1008.30,601.20,874.00,5,1574061
1772480558.380,2,1,1,3253.60,662.10,1786.70,255,1574061
1772480558.380,2,2,1,3212.40,-142.30,1769.50,10,1574061
1772480558.380,2,3,1,3114.90,-959.40,1818.50,5,1574061
1772480558.380,2,4,1,1129.50,651.40,637.30,5,1574061
1772480558.380,2,5,1,3426.50,684.90,933.00,5,1574061
1772480558.380,2,6,1,3400.00,-167.00,929.50,5,1574061
1772480558.380,2,7,1,3173.00,-983.50,928.50,5,1574061
1772480558.380,2,8,1,1217.40,687.80,353.50,5,1574061
1772480558.380,2,9,1,3482.50,692.20,62.80,5,1574061
1772480558.380,2,10,1,3366.50,-162.60,78.20,5,1574061
1772480558.380,2,11,1,2376.10,-653.40,188.40,255,1574061
1772480558.380,2,12,1,1127.80,650.70,75.70,5,1574061
1772480558.380,2,13,1,1174.40,388.40,85.30,255,1574061
1772480558.380,2,14,1,1204.60,122.00,72.70,10,1574061
1772480558.380,2,15,1,1162.80,-150.80,60.00,255,1574061
1772480558.380,3,0,1,1028.80,-609.70,120.10,5,1576825
1772480558.380,3,1,1,1253.20,-398.70,52.40,5,1576825
1772480558.380,3,2,1,1198.20,-122.80,75.30,255,1576825
1772480558.380,3,3,1,1157.70,148.70,62.30,255,1576825
1772480558.380,3,4,1,2028.10,-1023.60,238.00,5,1576825
1772480558.380,3,5,1,3391.10,-680.20,75.00,255,1576825
1772480558.380,3,6,1,3403.90,167.50,73.30,5,1576825
1772480558.380,3,7,1,3262.80,1020.70,62.00,5,1576825
1772480558.380,3,8,1,3286.60,-1544.90,944.70,4,1576825
1772480558.380,3,9,1,3502.20,-694.80,943.10,10,1576825
1772480558.380,3,10,1,3398.00,166.80,929.30,5,1576825
1772480558.380,3,11,1,3258.20,1018.80,940.60,255,1576825
1772480558.380,3,12,1,3232.70,-1522.50,1871.30,5,1576825
1772480558.380,3,13,1,3363.60,-676.60,1832.60,10,1576825
1772480558.380,3,14,1,3201.40,140.90,1764.90,5,1576825
1772480558.380,3,15,1,3190.00,990.50,1852.10,10,1576825
1772480558.380,4,0,1,684.20,-971.80,148.40,5,1576810
1772480558.380,4,1,1,898.10,-857.70,119.00,255,1576810
1772480558.380,4,2,1,891.50,-596.10,176.00,5,1576810
1772480558.380,4,3,1,958.30,-399.70,170.20,5,1576810
1772480558.380,4,4,1,1348.10,-1836.90,245.80,5,1576810
1772480558.380,4,5,1,1851.50,-1589.30,221.80,5,1576810
1772480558.380,4,6,1,2357.00,-1203.20,189.30,255,1576810
1772480558.380,4,7,1,992.80,-404.20,391.70,255,1576810
1772480558.380,4,8,1,1354.10,-1844.80,758.80,5,1576810
1772480558.380,4,9,1,1151.50,-1052.10,665.30,255,1576810
1772480558.380,4,10,1,1423.70,-816.60,681.00,5,1576810
1772480558.380,4,11,1,1064.50,-413.70,621.10,5,1576810
1772480558.380,4,12,1,1327.10,-1809.60,1292.30,5,1576810
1772480558.380,4,13,1,1170.00,-1066.40,1026.30,5,1576810
1772480558.380,4,14,1,1385.70,-800.90,1048.90,5,1576810
1772480558.380,4,15,1,3321.60,-710.80,1820.40,255,1576810
1772480558.380,5,0,1,381.80,-2183.20,1817.10,5,1562684
1772480558.380,5,1,1,-220.30,-1864.00,1687.60,5,1562684
1772480558.380,5,2,1,-719.60,-2272.70,1779.50,5,1562684
1772480558.380,5,3,1,-1277.50,-2200.50,1821.40,5,1562684
1772480558.380,5,4,1,446.40,-2234.80,1211.10,5,1562684
1772480558.380,5,5,1,-200.80,-1929.00,1203.30,5,1562684
1772480558.380,5,6,1,-695.30,-1983.50,1201.00,5,1562684
1772480558.380,5,7,1,-1342.90,-2253.20,1210.40,5,1562684
1772480558.380,5,8,1,214.20,-1590.10,783.40,255,1562684
1772480558.380,5,9,1,-139.20,-2293.60,576.80,5,1562684
1772480558.380,5,10,1,-631.10,-1426.70,851.20,255,1562684
1772480558.380,5,11,1,-1409.30,-2299.80,551.30,255,1562684
1772480558.380,5,12,1,-71.10,-881.00,728.20,255,1562684
1772480558.380,5,13,1,-305.20,-1028.60,663.70,5,1562684
1772480558.380,5,14,1,-648.30,-1475.70,377.00,255,1562684
1772480558.380,5,15,1,-1047.30,-1383.40,387.40,255,1562684
1772480558.433,6,0,1,-2160.70,-2075.30,1903.50,5,1562721
1772480558.433,6,1,1,-3475.50,-2256.80,2113.00,255,1562721
1772480558.433,6,2,1,-1735.20,-531.20,1580.00,255,1562721
1772480558.433,6,3,1,-663.90,-36.60,1319.70,255,1562721
1772480558.433,6,4,1,-2061.50,-2023.30,1205.10,255,1562721
1772480558.433,6,5,1,-2371.40,-1439.50,1183.70,255,1562721
1772480558.433,6,6,1,-759.00,-117.00,1271.20,255,1562721
1772480558.433,6,7,1,-1285.60,-117.70,1258.70,255,1562721
