local_time_s,sid,cell,valid,x_mm,y_mm,z_mm,target_status,sensor_ts_ms
1771901140.185,3,0,1,1056.60,-650.70,1171.80,5,2358819
1771901140.185,3,1,1,1544.10,-448.60,1346.70,255,2358819
1771901140.185,3,2,1,1479.10,-80.70,1319.50,255,2358819
1771901140.185,3,3,1,833.00,37.30,1071.50,255,2358819
1771901140.185,3,4,1,1121.90,-677.70,892.90,5,2358819
1771901140.185,3,5,1,1078.60,-387.30,877.30,255,2358819
1771901140.185,3,6,1,1125.80,-127.20,883.60,255,2358819
1771901140.185,3,7,1,2786.20,846.40,1130.00,255,2358819
1771901140.185,3,8,1,1080.70,-660.60,611.60,5,2358819
1771901140.185,3,9,1,999.00,-376.80,631.80,255,2358819
1771901140.185,3,10,1,1157.20,-123.00,610.80,255,2358819
1771901140.185,3,11,1,1100.80,148.30,608.70,255,2358819
1771901140.185,3,12,1,969.60,-614.60,365.90,5,2358819
1771901140.185,3,13,1,2121.20,-524.60,-89.20,255,2358819
1771901140.185,3,10,1,1157.20,-123.00,610.80,255,2358819
1771901140.185,3,11,1,1100.80,148.30,608.70,255,2358819
1771901140.185,3,12,1,1007.10,-630.20,349.00,9,2358819
1771901140.185,3,13,1,2121.20,-524.60,-89.20,255,2358819
1771901140.185,3,1,1,1544.10,-448.60,1346.70,255,2358819
1771901140.185,3,2,1,1479.10,-80.70,1319.50,255,2358819
1771901140.185,3,3,1,833.00,37.30,1071.50,255,2358819
1771901140.185,3,4,1,1360.00,-776.30,926.80,5,2358819
1771901140.185,3,5,1,1078.60,-387.30,877.30,255,2358819
1771901140.185,3,6,1,1125.80,-127.20,883.60,255,2358819
1771901140.185,3,7,1,2786.20,846.40,1130.00,255,2358819
1771901140.185,3,8,1,1270.30,-739.20,584.60,5,2358819
1771901140.185,3,1,1,1544.10,-448.60,1346.70,255,2358819
1771901140.185,3,2,1,1479.10,-80.70,1319.50,255,2358819
1771901140.185,3,3,1,833.00,37.30,1071.50,255,2358819
1771901140.185,3,4,1,1641.20,-892.80,966.90,4,2358819
1771901140.185,3,5,1,1078.60,-387.30,877.30,255,2358819
1771901140.185,3,6,1,1125.80,-127.20,883.60,255,2358819
1771901140.185,3,7,1,2786.20,846.40,1130.00,255,2358819
1771901140.185,3,8,1,1494.70,-832.10,552.60,5,2358819
1771901140.185,3,9,1,1039.30,-382.10,626.50,255,2358819
1771901140.185,3,10,1,1157.20,-123.00,610.80,255,2358819
1771901140.185,3,11,1,1100.80,148.30,608.70,255,2358819
1771901140.185,3,12,1,1266.60,-737.60,232.70,5,2358819
1771901140.185,3,13,1,2121.20,-524.60,-89.20,255,2358819
1771901140.185,3,14,1,803.10,-169.70,461.50,255,2358819
1771901140.185,3,15,1,850.90,44.80,419.00,255,2358819
1771901140.292,2,0,1,1057.50,-130.30,1172.20,255,2355494
1771901140.292,2,1,1,1480.00,80.50,1319.90,255,2355494
1771901140.292,2,2,0,0.00,0.00,0.00,255,2355494
1771901140.292,2,3,1,2390.70,1203.30,1769.90,255,2355494
1771901140.292,2,4,1,1574.40,-344.40,957.40,255,2355494
1771901140.292,2,5,1,4000.00,394.30,884.40,255,2355494
1771901140.292,2,7,1,4277.40,1984.80,1342.50,255,2355494
1771901140.292,2,8,1,1549.60,-334.20,544.80,255,2355494
1771901140.292,2,1,1,1480.00,80.50,1319.90,255,2355494
1771901140.292,2,2,0,0.00,0.00,0.00,255,2355494
1771901140.292,2,3,1,2390.70,1203.30,1769.90,255,2355494
1771901140.292,2,4,1,1574.40,-344.40,957.40,255,2355494
1771901140.292,2,7,1,4277.40,1984.80,1342.50,255,2355494
1771901140.292,2,8,1,1549.60,-334.20,544.80,255,2355494
1771901140.292,2,9,1,1221.10,114.60,602.30,255,2355494
1771901140.292,2,10,1,1321.40,419.30,589.00,255,2355494
1771901140.292,2,11,1,2563.60,1274.90,400.30,255,2355494
1771901140.292,2,12,1,1340.00,-247.40,199.80,255,2355494
1771901140.292,2,13,1,1587.20,66.40,133.90,255,2355494
1771901140.292,2,14,1,1557.00,450.30,146.60,255,2355494
1771901140.292,2,15,1,1400.60,793.20,172.60,255,2355494
1771901140.388,3,1,1,1544.10,-448.60,1346.70,255,2359017
1771901140.388,3,2,1,1479.10,-80.70,1319.50,255,2359017
1771901140.388,3,1,1,1544.10,-448.60,1346.70,255,2359017
1771901140.388,3,2,1,1479.10,-80.70,1319.50,255,2359017
1771901140.388,3,3,1,833.00,37.30,1071.50,255,2359017
1771901140.388,3,4,1,3738.80,-1761.70,1265.80,255,2359017
1771901140.388,3,5,1,1078.60,-387.30,877.30,255,2359017
1771901140.388,3,6,1,1125.80,-127.20,883.60,255,2359017
1771901140.388,3,7,1,2786.20,846.40,1130.00,255,2359017
1771901140.388,3,8,1,3637.10,-1719.60,247.30,2,2359017
1771901140.388,3,9,1,1039.30,-382.10,626.50,255,2359017
1771901140.388,3,10,1,4799.10,356.40,127.20,255,2359017
1771901140.388,3,11,1,1100.80,148.30,608.70,255,2359017
1771901140.388,3,12,0,0.00,0.00,0.00,2,2359017
1771901140.388,3,13,1,2121.20,-524.60,-89.20,255,2359017
1771901140.388,3,14,1,803.10,-169.70,461.50,255,2359017
1771901140.388,3,15,1,850.90,44.80,419.00,255,2359017
1771901140.494,2,0,1,1057.50,-130.30,1172.20,255,2355628
1771901140.494,2,1,1,1480.00,80.50,1319.90,255,2355628
1771901140.494,2,2,0,0.00,0.00,0.00,255,2355628
1771901140.494,2,3,1,2390.70,1203.30,1769.90,255,2355628
1771901140.494,2,4,1,1574.40,-344.40,957.40,255,2355628
1771901140.494,2,5,1,4746.00,-349.40,1364.30,255,2355628
1771901140.494,2,6,1,1131.70,394.30,884.40,255,2355628
1771901140.494,2,7,1,4277.40,1984.80,1342.50,255,2355628
1771901140.494,2,8,1,2219.20,-611.50,449.40,10,2355628
1771901140.494,2,9,1,1221.10,114.60,602.30,255,2355628
1771901140.494,2,10,1,1321.40,419.30,589.00,255,2355628
1771901140.494,2,11,1,2563.60,1274.90,400.30,255,2355628
1771901140.494,2,12,1,1900.80,-479.60,-51.70,255,2355628
1771901140.494,2,13,1,1587.20,66.40,133.90,255,2355628
1771901140.494,2,14,1,1557.00,450.30,146.60,255,2355628
1771901140.494,2,15,1,1426.20,803.80,161.10,255,2355628
1771901140.495,1,0,1,873.80,400.10,1071.90,5,2355712
1771901140.495,1,1,1,1684.10,953.90,1458.80,5,2355712
1771901140.495,1,2,1,1613.00,1458.20,1538.40,10,2355712
1771901140.495,1,3,1,1350.20,1925.60,1598.90,10,2355712
1771901140.495,1,4,1,917.50,405.90,857.60,5,2355712
1771901140.495,1,5,1,1760.40,985.60,985.70,5,2355712
1771901140.495,1,6,1,1654.30,1489.90,1007.00,10,2355712
1771901140.495,1,7,1,612.80,964.70,859.90,255,2355712
1771901140.495,1,0,1,862.80,398.70,1067.30,5,2355712
1771901140.495,1,1,1,1628.60,931.00,1433.90,5,2355712
1771901140.495,1,2,1,1512.60,1381.10,1486.00,5,2355712
1771901140.495,1,3,1,1350.20,1925.60,1598.90,255,2355712
1771901140.495,1,4,1,901.70,403.80,855.50,5,2355712
1771901140.495,1,5,1,1721.00,969.20,980.10,5,2355712
1771901140.495,1,6,1,1588.20,1439.20,996.00,10,2355712
1771901140.495,1,7,1,1355.20,1932.10,1020.40,255,2355712
1771901140.495,1,8,1,904.70,404.20,642.70,5,2355712
1771901140.495,1,9,1,1711.00,965.10,520.00,5,2355712
1771901140.495,1,10,1,1586.60,1438.00,502.90,5,2355712
1771901140.495,1,11,1,1420.40,2017.10,464.10,5,2355712
1771901140.495,1,12,1,868.30,399.40,429.00,5,2355712
1771901140.495,1,13,1,1587.60,914.00,83.00,5,2355712
1771901140.495,1,0,1,882.00,401.20,1075.30,5,2355712
1771901140.495,1,1,1,1597.00,917.90,1419.80,5,2355712
1771901140.495,1,1,1,1603.00,920.40,1422.40,5,2355712
1771901140.495,1,2,1,1489.10,1363.10,1473.70,5,2355712
1771901140.495,1,3,1,1203.40,1734.30,1499.00,4,2355712
1771901140.495,1,4,1,978.40,413.90,865.70,5,2355712
1771901140.495,1,5,1,1683.50,953.70,974.70,5,2355712
1771901140.495,1,6,1,1494.60,1367.30,980.50,5,2355712
1771901140.495,1,7,1,1258.00,1805.50,999.40,5,2355712
1771901140.495,1,8,1,940.10,408.80,638.00,5,2355712
1771901140.495,1,9,1,1707.30,963.60,520.50,5,2355712
1771901140.495,1,10,1,1491.50,1364.90,518.70,5,2355712
1771901140.495,1,11,1,1252.00,1797.60,500.50,5,2355712
1771901140.495,1,12,1,898.50,403.40,416.40,5,2355712
1771901140.495,1,13,1,1600.40,919.30,77.30,5,2355712
1771901140.495,1,14,1,1459.00,1340.10,40.60,255,2355712
1771901140.495,1,15,1,1159.00,1676.40,29.90,255,2355712
1771901140.613,3,1,1,1452.50,-436.50,1308.40,255,2359213
1771901140.613,3,2,1,1479.10,-80.70,1319.50,255,2359213
1771901140.613,3,1,1,1452.50,-436.50,1308.40,255,2359213
1771901140.613,3,2,1,1479.10,-80.70,1319.50,255,2359213
1771901140.613,3,3,1,833.00,37.30,1071.50,255,2359213
1771901140.613,3,4,1,3738.80,-1761.70,1265.80,255,2359213
1771901140.613,3,5,1,1078.60,-387.30,877.30,255,2359213
1771901140.613,3,6,1,4266.30,286.30,1300.60,255,2359213
1771901140.613,3,7,1,2786.20,846.40,1130.00,255,2359213
1771901140.613,3,8,1,3637.10,-1719.60,247.30,255,2359213
1771901140.613,3,9,1,1039.30,-382.10,626.50,255,2359213
1771901140.613,3,10,1,4799.10,356.40,127.20,255,2359213
1771901140.613,3,11,1,1100.80,148.30,608.70,255,2359213
1771901140.613,3,12,1,3379.10,-1612.70,-714.50,255,2359213
1771901140.613,3,13,0,0.00,0.00,0.00,255,2359213
1771901140.613,3,14,1,803.10,-169.70,461.50,255,2359213
1771901140.613,3,15,1,850.90,44.80,419.00,255,2359213
1771901140.931,3,1,1,1452.50,-436.50,1308.40,255,2359411
1771901140.931,3,2,1,1479.10,-80.70,1319.50,255,2359411
1771901140.931,3,3,1,833.00,37.30,1071.50,255,2359411
1771901140.931,3,4,1,3738.80,-1761.70,1265.80,255,2359411
1771901140.931,3,5,1,4140.50,-790.40,1283.90,255,2359411
1771901140.931,3,1,1,1513.90,-444.60,1334.00,10,2359411
1771901140.931,3,2,1,1479.10,-80.70,1319.50,255,2359411
1771901140.931,3,3,1,833.00,37.30,1071.50,255,2359411
1771901140.931,3,4,1,3738.80,-1761.70,1265.80,255,2359411
1771901140.931,3,5,1,4140.50,-790.40,1283.90,255,2359411
1771901140.931,3,6,1,4266.30,286.30,1300.60,255,2359411
1771901140.931,3,7,1,2786.20,846.40,1130.00,255,2359411
1771901140.931,3,8,1,3637.10,-1719.60,247.30,255,2359411
1771901140.931,3,9,1,1039.30,-382.10,626.50,255,2359411
1771901140.931,3,10,1,4799.10,356.40,127.20,255,2359411
1771901140.931,3,11,1,2539.80,744.30,403.70,255,2359411
1771901140.931,3,12,1,3379.10,-1612.70,-714.50,255,2359411
1771901140.931,3,13,1,3761.70,-740.50,-774.50,255,2359411
1771901140.931,3,14,1,803.10,-169.70,461.50,255,2359411
1771901140.931,3,15,1,2622.00,778.40,-375.00,255,2359411
1771901141.029,3,1,1,1527.70,-446.40,1339.80,255,2359610
1771901141.029,3,2,1,1479.10,-80.70,1319.50,255,2359610
1771901141.029,3,3,1,833.00,37.30,1071.50,255,2359610
1771901141.029,3,4,1,3738.80,-1761.70,1265.80,255,2359610
1771901141.029,3,5,1,4140.50,-790.40,1283.90,255,2359610
1771901141.029,3,6,1,4266.30,286.30,1300.60,255,2359610
1771901141.029,3,7,1,2338.30,660.90,1066.20,5,2359610
1771901141.029,3,8,1,3637.10,-1719.60,247.30,255,2359610
1771901141.029,3,9,1,3989.10,-770.50,234.80,10,2359610
1771901141.029,3,10,1,4799.10,356.40,127.20,255,2359610
1771901141.029,3,11,1,2314.50,651.00,435.80,5,2359610
1771901141.029,3,12,1,3379.10,-1612.70,-714.50,255,2359610
1771901141.029,3,13,1,3761.70,-740.50,-774.50,255,2359610
1771901141.029,3,14,1,803.10,-169.70,461.50,255,2359610
1771901141.029,3,15,1,2325.90,655.70,-242.20,10,2359610
1771901141.225,3,1,1,1527.70,-446.40,1339.80,255,2359811
1771901141.225,3,2,1,1479.10,-80.70,1319.50,255,2359811
1771901141.225,3,3,1,1906.80,482.10,1552.90,255,2359811
1771901141.225,3,4,1,3337.60,-1595.50,1208.60,10,2359811
1771901141.225,3,5,1,4140.50,-790.40,1283.90,255,2359811
1771901141.225,3,6,1,4266.30,286.30,1300.60,255,2359811
1771901141.225,3,7,1,1980.10,512.50,1015.20,10,2359811
1771901141.225,3,8,1,3401.70,-1622.10,280.80,10,2359811
1771901141.225,3,9,1,4228.00,-801.90,203.00,255,2359811
1771901141.225,3,10,1,4799.10,356.40,127.20,255,2359811
1771901141.225,3,13,1,3816.70,-747.80,-797.50,2,2359811
1771901141.225,3,14,1,2496.80,53.30,-246.10,10,2359811
1771901141.225,3,15,1,1940.90,496.30,-69.60,4,2359811
