local_time_s,sid,cell,x_mm,y_mm,z_mm,target_status,sensor_ts_ms
1771898970.353,1,1,734.10,560.40,1032.90,5,186636
1771898970.353,1,2,731.20,781.60,1078.00,5,186636
1771898970.353,1,3,769.80,1169.20,1203.90,5,186636
1771898970.353,1,4,741.50,382.70,834.30,5,186636
1771898970.353,1,5,776.70,578.10,845.50,5,186636
1771898970.353,1,6,752.90,798.20,857.40,5,186636
1771898970.353,1,7,729.90,1117.30,885.20,9,186636
1771898970.353,1,8,752.30,384.10,662.90,5,186636
1771898970.353,1,9,776.70,578.10,653.10,5,186636
1771898970.353,1,10,763.10,806.00,639.50,5,186636
1771898970.353,1,11,763.70,1161.30,606.10,5,186636
1771898970.353,1,12,724.50,380.50,489.10,5,186636
1771898970.353,1,13,751.20,567.50,458.10,5,186636
1771898970.353,1,14,751.70,797.30,409.90,5,186636
1771898970.353,1,15,706.20,1086.40,337.90,5,186636
1771898970.448,1,15,697.20,1074.70,344.00,5,186770
1771898970.448,2,3,2225.10,1134.70,1695.70,255,186754
1771898970.448,2,4,1466.30,-299.70,942.00,5,186754
1771898970.448,2,5,672.60,186.80,823.40,255,186754
1771898970.448,2,6,2893.10,626.20,1118.30,255,186754
1771898970.448,2,7,2452.80,1229.00,1082.50,4,186754
1771898970.448,2,0,1306.70,-233.60,1283.90,5,186754
1771898970.448,2,1,779.30,172.80,1027.10,255,186754
1771898970.448,2,2,803.10,351.00,1037.10,255,186754
1771898970.448,2,3,2247.30,1143.90,1705.60,255,186754
1771898970.448,2,4,1432.40,-285.60,937.10,9,186754
1771898970.448,2,12,1315.20,-237.10,210.90,5,186754
1771898970.448,2,13,1360.90,96.20,228.50,10,186754
1771898970.448,2,14,1563.40,451.10,143.90,255,186754
1771898970.448,2,15,1374.10,782.20,184.50,255,186754
1771898970.544,5,7,402.60,-1880.60,1273.50,5,67123
1771898970.544,5,8,-1075.50,-1761.60,778.10,5,67123
1771898970.544,5,9,-593.40,-1893.70,754.20,5,67123
1771898970.544,5,10,-91.70,-1898.50,752.70,5,67123
1771898970.544,5,9,-595.10,-1906.00,750.30,5,67123
1771898970.544,5,10,-90.90,-1904.10,750.90,5,67123
1771898970.544,5,11,456.50,-1916.40,727.50,3,67123
1771898970.544,5,12,-1059.90,-1633.40,268.60,5,67123
1771898970.544,5,13,-588.70,-1766.50,241.30,5,67123
1771898970.544,5,14,-86.80,-1838.30,195.20,5,67123
1771898970.544,5,15,397.40,-1684.50,234.00,5,67123
1771898970.545,6,6,-658.70,-196.10,1320.80,5,67072
1771898970.545,6,7,-595.10,-240.50,1324.70,5,67072
1771898970.545,6,9,-677.90,-118.40,1245.80,5,67072
1771898970.545,6,10,-670.20,-207.40,1233.90,5,67072
1771898970.545,6,11,-594.10,-247.80,1245.50,5,67072
1771898970.545,6,12,-635.10,-33.30,1199.60,5,67072
1771898970.545,6,13,-640.20,-101.10,1182.40,5,67072
1771898970.545,6,14,-654.60,-198.10,1143.20,5,67072
1771898970.545,6,15,-578.10,-235.90,1164.40,5,67072
1771898970.652,7,0,-1199.00,580.70,742.80,5,67173
1771898970.652,7,1,-621.70,282.80,1125.60,255,67173
1771898970.652,7,2,-555.70,367.20,1099.80,5,67173
1771898970.652,7,3,-446.40,311.80,1156.00,5,67173
1771898970.652,7,4,-2176.10,1333.30,675.80,4,67173
1771898970.652,7,5,-643.10,314.20,1218.90,255,67173
1771898970.652,7,6,-549.30,344.30,1225.50,5,67173
1771898970.652,7,7,-455.20,334.60,1240.00,5,67173
1771898970.652,7,8,-2155.20,1366.80,1266.50,5,67173
1771898970.652,7,0,-657.60,195.20,1152.90,255,67173
1771898970.652,7,1,-604.50,260.90,1143.20,255,67173
1771898970.652,7,2,-560.70,379.70,1091.30,5,67173
1771898970.652,7,3,-446.60,313.40,1155.00,5,67173
1771898970.652,7,4,-2175.40,1332.70,676.00,5,67173
1771898970.652,7,5,-630.80,298.30,1225.20,255,67173
1771898970.652,7,6,-545.70,335.50,1228.50,5,67173
1771898970.652,7,7,-455.00,332.70,1240.60,5,67173
1771898970.652,7,8,-2147.30,1360.70,1266.80,5,67173
1771898970.652,7,9,-2434.50,2657.40,1193.70,5,67173
1771898970.652,7,10,-532.90,299.40,1321.00,5,67173
1771898970.652,7,0,-634.70,178.90,1170.20,255,67173
1771898970.652,1,12,724.50,380.50,489.10,5,186970
1771898970.652,2,9,1346.00,98.20,585.80,255,186954
1771898970.652,2,10,665.70,332.90,676.10,255,186954
1771898970.652,2,11,2443.60,1225.20,417.40,255,186954
1771898970.652,2,0,1294.80,-228.60,1278.60,5,186954
1771898970.652,2,1,779.30,172.80,1027.10,255,186954
1771898970.652,2,2,803.10,351.00,1037.10,255,186954
1771898970.652,2,3,2247.30,1143.90,1705.60,255,186954
1771898970.652,2,4,1418.60,-279.90,935.20,5,186954
1771898970.652,2,5,672.60,186.80,823.40,255,186954
1771898970.652,2,6,2893.10,626.20,1118.30,255,186954
1771898970.652,2,7,2560.90,1273.80,1097.90,255,186954
1771898970.652,2,13,1360.90,96.20,228.50,255,186954
1771898970.652,2,14,1563.40,451.10,143.90,255,186954
1771898970.652,2,15,1374.10,782.20,184.50,255,186954
1771898970.652,4,15,894.00,-1044.50,1345.60,5,190408
1771898970.652,4,15,901.00,-1051.10,1350.90,5,190476
1771898970.752,7,3,-446.10,308.40,1158.10,5,67439
1771898970.752,7,4,-720.30,249.60,1220.80,5,67439
1771898970.752,7,5,-609.70,271.20,1236.00,5,67439
1771898970.752,7,6,-535.60,310.70,1236.80,5,67439
1771898970.752,7,7,-453.40,319.30,1244.60,5,67439
1771898970.752,7,12,-761.00,299.30,1436.40,5,67439
1771898970.752,7,13,-624.60,297.10,1409.50,255,67439
1771898970.752,7,14,-545.20,323.90,1405.80,5,67439
1771898970.752,7,6,-533.10,304.60,1238.90,5,67439
1771898970.752,7,7,-452.80,313.60,1246.40,5,67439
1771898970.752,7,8,-750.50,281.50,1320.70,5,67439
1771898970.752,7,9,-622.60,291.10,1319.40,255,67439
1771898970.752,7,10,-537.50,310.50,1320.50,5,67439
1771898970.752,7,11,-455.60,295.80,1325.20,5,67439
1771898970.752,7,12,-778.40,313.30,1441.70,5,67439
1771898970.752,7,13,-2409.50,2657.40,2069.90,4,67439
1771898970.752,7,14,-541.40,314.90,1403.60,5,67439
1771898970.752,7,15,-460.90,298.70,1398.40,5,67439
1771898970.752,1,11,803.50,1213.20,597.50,5,187219
1771898970.752,1,12,721.70,380.10,490.20,5,187219
1771898970.752,1,13,751.20,567.50,458.10,5,187219
1771898970.752,1,14,748.10,794.50,339.10,5,187219
1771898970.858,3,8,1328.00,-763.10,576.40,5,190713
1771898970.858,3,9,1967.20,-504.30,503.30,255,190713
1771898970.858,3,10,2417.40,42.90,443.50,255,190713
1771898970.858,3,11,2924.50,903.70,348.80,255,190713
1771898970.858,3,0,1229.00,-722.10,1249.10,5,190713
1771898970.858,3,1,1340.80,-421.80,1261.70,10,190713
1771898970.858,3,2,1432.40,-86.80,1300.00,255,190713
1771898970.858,3,3,1603.80,356.60,1417.10,255,190713
1771898970.858,3,4,1303.20,-752.80,918.70,5,190713
1771898970.858,3,5,2267.00,-543.80,1035.20,255,190713
1771898970.858,3,6,780.70,-172.60,837.80,255,190713
1771898970.858,3,7,1710.80,401.00,976.80,255,190713
1771898970.858,3,9,1967.20,-504.30,503.30,255,190713
1771898970.858,3,10,2417.40,42.90,443.50,255,190713
1771898970.858,3,11,2789.90,847.90,368.00,10,190713
1771898970.858,3,12,1219.70,-718.20,253.70,5,190713
1771898970.858,3,13,1975.60,-74000.00,879.90,5,190713
1771898970.858,3,0,1236.70,-725.30,1252.50,5,190713
1771898970.858,3,1,1340.80,-421.80,1261.70,255,190713
1771898970.858,3,2,1432.40,-86.80,1300.00,255,190713
1771898970.858,3,3,1603.80,356.60,1417.10,255,190713
1771898970.858,3,11,2789.90,847.90,368.00,255,190713
1771898970.858,3,12,1216.20,-716.80,255.30,5,190713
1771898970.858,3,13,1975.60,-505.40,-28.30,255,190713
1771898970.858,3,14,2131.30,5.20,-93.40,255,190713
1771898970.858,3,15,1491.90,310.30,131.60,255,190713
1771898970.858,3,6,780.70,-172.60,837.80,255,190777
1771898970.858,3,7,2807.30,855.10,1133.00,10,190777
1771898970.858,3,8,1306.00,-754.00,579.50,5,190777
1771898970.858,3,9,1447.20,-435.80,572.30,255,190777
1771898970.858,3,10,2417.40,42.90,443.50,255,190777
1771898970.858,3,11,3371.50,1088.80,285.10,10,190777
1771898970.858,3,12,1223.10,-719.60,252.20,5,190777
1771898970.858,3,13,1975.60,-505.40,-28.30,255,190777
1771898970.858,3,14,2131.30,5.20,-93.40,255,190777
1771898970.858,3,15,1491.90,310.30,131.60,255,190777
1771898970.971,5,9,-591.40,-1878.60,759.00,5,67724
1771898970.971,5,10,-93.40,-1886.20,756.60,255,67724
1771898970.971,5,11,438.70,-1875.10,741.00,5,67724
1771898970.971,5,12,-1065.90,-1646.60,259.70,5,67724
1771898970.971,5,13,-591.20,-1784.00,230.00,5,67724
1771898970.971,5,0,-986.40,-1714.30,1749.60,5,67724
1771898970.971,5,1,-560.40,-1810.70,1726.40,5,67724
1771898970.971,5,2,-120.00,-1853.30,1736.00,5,67724
1771898970.971,5,3,355.00,-1854.00,1784.90,5,67724
1771898970.971,5,4,-1045.20,-1775.20,1277.00,5,67724
1771898970.971,5,5,-580.40,-1881.40,1256.20,5,67724
1771898970.971,5,6,-99.20,-1929.00,1254.10,5,67724
1771898970.971,5,7,422.70,-1929.60,1271.90,5,67724
1771898970.971,5,8,-1077.40,-1766.00,776.70,5,67724
1771898970.971,5,9,-595.80,-1910.70,748.80,5,67724
1771898970.971,5,10,-98.30,-1850.20,767.90,10,67724
1771898970.971,5,11,422.00,-1836.40,753.70,5,67724
1771898970.971,5,12,-1055.00,-1622.60,276.00,5,67724
1771898970.971,5,13,-591.60,-1786.50,228.40,5,67724
1771898970.971,5,12,-1062.70,-1639.60,264.40,5,67724
1771898970.971,5,13,-590.40,-1778.20,233.80,5,67724
1771898970.971,5,14,-91.00,-1809.10,213.90,5,67724
1771898970.971,5,15,405.60,-1702.30,221.90,5,67724
1771898971.177,5,10,-89.40,-1915.50,747.30,10,68058
1771898971.177,5,11,430.70,-1856.60,747.10,5,68058
1771898971.177,5,12,-1063.40,-1641.20,263.40,5,68058
1771898971.177,5,13,-580.60,-1710.50,277.20,5,68058
1771898971.177,5,14,-88.70,-1825.00,203.80,5,68058
1771898971.177,5,15,392.80,-1674.50,240.80,5,68058
1771898971.177,5,7,411.40,-1901.90,1272.80,5,68058
1771898971.177,5,8,-1090.00,-1795.00,767.20,5,68058
1771898971.177,5,9,-591.10,-1876.70,759.60,5,68058
1771898971.177,5,10,-90.90,-1904.10,750.90,10,68058
1771898971.177,5,11,434.10,-1864.50,744.50,5,68058
1771898971.177,5,12,-1067.00,-1648.90,258.10,5,68058
1771898971.177,5,13,-588.30,-1764.00,242.90,5,68058
1771898971.177,5,14,-91.00,-1809.10,213.90,5,68058
1771898971.177,5,15,402.40,-1695.40,226.60,5,68058
1771898971.177,7,13,-583.30,242.60,1394.30,5,68042
1771898971.177,7,14,-516.00,254.70,1389.00,5,68042
1771898971.177,7,15,-453.10,247.70,1386.30,5,68042
1771898971.177,7,15,-452.20,241.90,1384.90,5,68110
1771898971.298,1,1,737.50,561.80,1034.40,5,187941
1771898971.298,1,2,736.30,785.50,1080.70,5,187941
1771898971.298,1,3,739.40,1129.60,1183.30,5,187941
1771898971.298,1,4,745.40,383.20,834.80,5,187941
1771898971.298,1,5,775.80,577.70,845.40,5,187941
1771898971.298,1,6,765.50,807.80,859.50,5,187941
1771898971.298,1,7,765.50,1163.70,892.90,5,187941
1771898971.298,1,9,784.00,581.10,652.10,5,187941
1771898971.298,1,11,763.70,1161.30,606.10,9,187941
1771898971.298,1,12,719.90,379.80,491.00,5,187941
1771898971.298,1,13,752.00,567.90,457.70,5,187941
1771898971.298,1,14,754.70,799.60,408.30,9,187941
1771898971.298,1,1,729.80,558.70,1031.00,5,187941
1771898971.298,1,2,720.20,773.10,1072.30,5,187941
1771898971.298,1,1,730.70,559.00,1031.30,5,187941
1771898971.298,1,2,729.00,779.90,1076.90,9,187941
1771898971.298,1,3,709.60,1090.80,1163.00,5,187941
1771898971.298,1,4,743.50,383.00,834.50,5,187941
1771898971.298,1,5,773.90,576.90,845.10,5,187941
1771898971.298,1,6,745.80,792.80,856.20,5,187941
1771898971.298,1,7,746.80,1139.30,888.80,5,187941
1771898971.298,1,8,745.40,383.20,663.80,5,187941
1771898971.298,1,9,773.90,576.90,653.50,5,187941
1771898971.298,1,10,756.80,801.20,640.60,5,187941
1771898971.299,2,0,1272.60,-219.40,1268.60,9,187895
1771898971.299,2,1,779.30,172.80,1027.10,255,187895
1771898971.299,2,4,1380.20,-264.00,929.70,5,187895
1771898971.299,2,13,1574.40,68.10,139.30,255,187895
1771898971.299,2,14,1554.20,449.90,147.70,255,187895
1771898971.299,2,15,1456.10,816.10,147.70,255,187895
1771898971.401,1,14,751.00,796.80,410.20,9,188005
1771898971.401,1,15,702.30,1081.30,340.60,5,188005
1771898971.500,2,0,1252.10,-210.90,1259.40,5,188030
1771898971.500,2,1,779.30,172.80,1027.10,255,188030
1771898971.500,2,2,803.10,351.00,10515.80,255,188030
1771898971.500,2,10,665.70,332.90,676.10,255,188030
1771898971.500,2,11,2830.20,1385.30,362.30,255,188030
1771898971.500,2,12,1349.40,-251.20,195.60,5,188030
1771898971.500,2,13,1400.30,91.00,212.00,10,188030
1771898971.500,2,14,1554.20,449.90,147.70,255,188030
1771898971.500,2,15,1456.10,816.10,147.70,255,188030
1771898971.601,5,14,-90.40,-1813.30,211.30,5,68258
1771898971.601,5,15,402.70,-1696.10,226.10,5,68258
1771898971.815,3,3,1233.30,203.20,1251.00,255,191567
1771898971.815,3,4,1341.70,-768.80,924.20,5,191567
1771898971.815,3,5,2267.00,-543.80,1035.20,255,191567
1771898971.815,3,6,780.70,-172.60,837.80,255,191567
1771898971.815,3,7,2807.30,855.10,1133.00,255,191567
1771898971.815,3,11,3371.50,1088.80,285.10,255,191567
1771898971.815,3,1,1427.80,-433.30,1298.10,255,191567
1771898971.815,3,2,1391.20,-92.20,1282.80,255,191567
1771898971.815,3,3,1233.30,203.20,1251.00,255,191567
1771898971.815,3,4,1343.50,-769.50,924.50,5,191567
1771898971.815,3,5,2267.00,-543.80,1035.20,255,191567
1771898971.815,3,6,780.70,-172.60,837.80,255,191567
1771898971.815,3,7,2807.30,855.10,1133.00,255,191567
1771898971.815,3,8,1325.20,-761.90,576.70,5,191567
1771898971.815,3,9,1447.20,-435.80,572.30,255,191567
1771898971.815,3,10,2417.40,42.90,443.50,255,191567
1771898971.815,3,11,3371.50,1088.80,285.10,255,191567
1771898971.815,3,0,1262.30,-735.90,1264.00,5,191567
1771898971.815,3,1,1470.90,-438.90,1316.10,255,191567
1771898971.815,3,2,1459.90,-83.20,1311.50,10,191567
1771898971.815,3,0,1234.20,-724.20,1251.40,5,191567
1771898971.815,3,1,1470.90,-438.90,1316.10,255,191567
1771898971.815,3,2,1459.90,-83.20,1311.50,255,191567
1771898971.815,3,3,1328.90,242.80,1293.90,10,191567
1771898971.815,3,4,1311.50,-756.20,919.90,5,191567
1771898971.815,3,7,2807.30,855.10,1133.00,255,191567
1771898971.815,3,8,1287.70,-746.40,582.10,5,191567
1771898971.815,3,9,1447.20,-435.80,572.30,255,191567
1771898971.815,3,10,2417.40,42.90,443.50,255,191567
1771898971.815,3,11,3371.50,1088.80,285.10,255,191567
1771898971.815,3,12,1195.80,-708.30,264.40,5,191567
1771898971.815,3,13,115916000.00,-1786.50,228.40,5,191567
1771898971.815,7,1,-546.00,186.60,1203.30,5,68444
1771898971.815,7,2,-512.80,259.80,1173.30,5,68444
1771898971.815,7,15,-451.20,235.20,1383.30,5,68444
1771898971.922,2,0,1303.30,-232.10,1282.40,5,188232
1771898971.922,2,1,779.30,172.80,1027.10,255,188232
1771898971.922,2,2,803.10,351.00,1037.10,255,188232
1771898971.922,2,3,2175.60,1114.20,1673.50,255,188232
1771898971.922,2,13,1400.30,91.00,212.00,255,188232
1771898972.029,2,2,803.10,351.00,1037.10,255,188298
1771898972.029,2,3,2175.60,1114.20,1673.50,255,188298
1771898972.029,2,4,1497.40,-312.60,946.40,5,188298
1771898972.029,2,5,672.60,186.80,823.40,255,188298
1771898972.029,2,6,2893.10,626.20,1118.30,255,188298
1771898972.029,2,7,2504.10,1250.20,1089.80,255,188298
1771898972.029,2,8,1527.70,-325.10,547.90,9,188298
1771898972.029,2,9,1872.80,28.80,515.80,255,188298
1771898972.029,2,10,665.70,332.90,676.10,255,188298
1771898972.029,2,11,2394.20,1204.70,424.40,10,188298
1771898972.029,2,12,1398.90,-271.70,173.40,5,188298
1771898972.029,2,13,1400.30,91.00,212.00,255,188298
1771898972.029,2,14,1595.40,455.30,130.50,10,188298
1771898972.029,2,15,1399.80,792.80,173.00,255,188298
1771898972.029,4,0,1394.20,-686.90,9.80,5,191750
1771898972.029,4,0,1377.40,-681.90,19.40,5,191750
1771898972.029,4,1,1311.30,-1028.10,131.20,9,191750
1771898972.029,4,2,1092.20,-1286.60,279.40,255,191750
1771898972.029,4,3,745.80,-1349.00,446.40,5,191750
1771898972.029,4,4,1566.20,-588.40,359.80,5,191750
1771898972.029,4,5,1638.20,-1032.10,461.00,9,191750
1771898972.029,4,6,1373.70,-1350.80,619.50,5,191750
1771898972.029,4,7,846.00,-1310.00,758.20,5,191750
1771898972.029,4,8,1588.40,-463.90,738.70,5,191750
1771898972.029,4,13,1706.20,-730.60,1307.40,5,191750
1771898972.126,4,7,836.50,-1297.20,758.10,5,191817
1771898972.126,4,8,1588.40,-463.90,738.70,5,191817
1771898972.126,4,9,1683.50,-886.80,882.00,5,191817
1771898972.126,4,10,1398.00,-1188.70,1015.50,5,191817
1771898972.126,4,11,872.80,-1179.40,1054.70,5,191817
1771898972.126,4,12,1587.80,-337.80,1114.70,5,191817
1771898972.126,4,13,1679.70,-723.40,1298.20,5,191817
1771898972.126,4,14,1437.80,-1036.10,1417.10,5,191817
1771898972.126,4,15,895.90,-1046.30,1347.10,5,191817
1771898972.126,7,3,-438.80,232.10,1205.40,5,68644
1771898972.126,7,4,-603.50,162.60,1264.50,5,68644
1771898972.126,7,5,-560.00,207.10,1261.40,5,68644
1771898972.126,7,8,-2152.10,1364.40,1266.60,13,68644
1771898972.126,7,9,-570.30,222.90,1323.00,5,68644
1771898972.126,7,10,-513.40,252.40,1323.10,5,68644
1771898972.126,7,11,-448.00,239.40,1326.90,5,68644
1771898972.126,7,12,-2054.00,1335.40,1825.60,5,68644
1771898972.126,7,13,-576.30,233.20,1391.70,5,68644
1771898972.126,7,15,-450.90,233.30,1382.90,5,68644
1771898972.338,8,0,-721.60,892.10,771.10,5,68810
1771898972.338,8,11,17.20,940.60,1304.50,5,68810
1771898972.338,8,12,-681.60,931.90,1552.50,5,68810
1771898972.338,8,13,-456.60,976.30,1538.90,5,68810
1771898972.338,8,14,-231.10,960.80,1535.40,5,68810
1771898972.338,8,9,-465.50,1001.20,1293.60,5,68810
1771898972.338,8,10,-222.20,987.30,1294.20,5,68810
1771898972.338,8,11,16.00,937.80,1304.60,5,68810
1771898972.338,8,12,-681.30,931.00,1552.30,5,68810
1771898972.338,8,0,-721.20,891.30,771.70,5,68810
1771898972.338,8,1,-467.60,927.00,779.40,5,68810
1771898972.338,8,0,-720.80,890.50,772.20,9,68810
1771898972.338,8,1,-466.30,917.80,785.20,9,68810
1771898972.338,8,2,-221.00,907.80,791.70,5,68810
1771898972.338,8,3,14.90,846.40,802.10,5,68810
1771898972.338,8,4,-721.20,939.80,1046.80,5,68810
1771898972.338,8,5,-468.20,978.10,1043.80,5,68810
1771898972.338,8,6,-219.70,963.00,1048.60,5,68810
1771898972.338,8,7,23.60,912.50,1055.70,5,68810
1771898972.338,8,8,-710.20,958.10,1304.00,5,68810
1771898972.338,8,13,-456.00,971.50,1537.80,5,68810
1771898972.338,8,14,-232.00,954.00,1533.90,5,68810
1771898972.338,8,15,-15.90,902.00,1545.00,5,68810
1771898972.338,8,5,-467.10,970.50,1046.20,5,68810
1771898972.338,8,6,-219.20,966.80,1047.40,5,68810
1771898972.338,8,7,21.00,906.30,1057.70,5,68810
1771898972.338,8,8,-706.80,949.80,1304.20,5,68810
1771898972.338,8,9,-463.10,983.40,1294.30,5,68810
1771898972.338,8,10,-223.20,979.40,1294.50,5,68810
1771898972.338,8,0,-723.00,895.20,769.00,5,68810
1771898972.338,8,1,-466.90,922.00,782.60,5,68810
1771898972.338,8,2,-221.90,901.10,796.00,5,68810
1771898972.338,8,3,11.40,838.70,807.40,9,68810
1771898972.338,8,4,-720.00,937.10,1047.60,5,68810
1771898972.338,8,5,-468.00,977.20,1044.10,5,68810
1771898972.338,8,6,-220.30,958.30,1050.10,5,68810
1771898972.338,8,7,24.00,913.40,1055.40,5,68810
1771898972.338,8,8,-709.40,956.30,1304.00,5,68810
1771898972.338,8,9,-463.40,985.30,1294.30,5,68810
1771898972.338,8,10,-223.30,978.40,1294.60,5,68810
1771898972.338,8,0,-721.20,891.30,771.70,5,68810
1771898972.338,8,1,-466.70,921.20,783.10,5,68810
1771898972.338,8,2,-221.50,904.50,793.80,5,68810
1771898972.338,8,7,21.70,908.10,1057.10,5,68810
1771898972.338,8,8,-709.00,955.40,1304.10,5,68810
1771898972.338,8,9,-464.20,991.30,1294.00,5,68810
1771898972.338,8,10,-223.80,974.40,1294.70,5,68810
1771898972.338,8,11,10.30,923.90,1305.10,5,68810
1771898972.338,8,12,-682.30,933.80,1553.00,5,68810
1771898972.338,8,13,-454.80,961.80,1535.60,5,68810
1771898972.338,8,14,-232.60,949.20,1532.80,5,68810
1771898972.338,8,15,-21.20,888.40,1541.60,5,68810
1771898972.436,3,0,1225.60,-720.70,1247.60,5,192100
1771898972.436,3,1,1410.40,-431.00,1290.80,10,192100
1771898972.436,3,2,1573.40,-68.20,1358.90,255,192100
1771898972.436,3,3,1328.90,242.80,1293.90,255,192100
1771898972.436,3,0,1199.20,-709.70,1235.70,5,192100
1771898972.436,3,1,1410.40,-431.00,1290.80,255,192100
1771898972.436,3,2,1573.40,-68.20,1358.90,255,192100
1771898972.436,3,3,1328.90,242.80,1293.90,255,192100
1771898972.436,3,11,3371.50,1088.80,285.10,255,192100
1771898972.436,3,12,1206.80,-712.90,259.50,5,192100
1771898972.436,3,13,1975.60,-505.40,-28.30,255,192100
1771898972.436,3,5,2267.00,-543.80,1035.20,255,192100
1771898972.436,3,6,780.70,-172.60,837.80,255,192100
1771898972.436,3,7,2807.30,855.10,1133.00,255,192100
1771898972.436,3,8,1291.30,-747.90,581.60,5,192100
1771898972.436,3,10,2417.40,42.90,443.50,255,192100
1771898972.436,3,11,3074.70,965.90,327.40,255,192100
1771898972.436,3,12,1162.50,-694.50,279.40,5,192100
1771898972.436,3,13,1975.60,-505.40,-28.30,255,192100
1771898972.436,3,14,566.80,-200.80,560.30,255,192100
1771898972.436,3,15,2634.00,783.30,-380.40,255,192100
1771898972.535,6,9,-673.50,-116.60,1247.30,5,69026
1771898972.535,6,10,-649.80,-191.60,1241.90,5,69026
1771898972.535,6,11,-586.10,-237.00,1249.50,5,69026
1771898972.535,6,12,-624.10,-32.30,1206.40,5,69026
1771898972.535,6,13,-643.30,-102.30,1180.20,5,69026
1771898972.535,6,9,-658.50,-110.40,1252.40,5,69026
1771898972.535,6,10,-637.00,-181.70,1247.00,5,69026
1771898972.535,6,11,-572.90,-219.40,1256.10,5,69026
1771898972.535,6,12,-614.00,-31.30,1212.70,5,69026
1771898972.535,6,13,-631.60,-97.60,1188.30,5,69026
1771898972.535,6,14,-625.40,-175.10,1166.80,5,69026
1771898972.535,6,15,-563.20,-215.10,1180.20,5,69026
1771898972.535,6,0,-688.50,-54.00,1397.50,255,69026
1771898972.535,6,1,-669.90,-118.70,1394.30,5,69026
1771898972.535,6,2,-611.40,-158.10,1387.30,5,69026
1771898972.535,6,3,-562.20,-191.20,1387.20,5,69026
1771898972.535,6,4,-694.50,-49.90,1325.00,255,69026
1771898972.535,6,5,-669.10,-116.60,1322.10,5,69026
1771898972.535,6,6,-625.30,-170.60,1322.50,5,69026
1771898972.535,6,9,-648.80,-106.50,1255.70,5,69026
1771898972.535,6,10,-631.00,-177.00,1249.40,5,69026
1771898972.535,6,11,-567.20,-211.70,1259.00,5,69026
1771898972.535,6,12,-610.60,-31.00,1214.80,5,69026
1771898972.535,6,13,-624.50,-94.80,1193.10,5,69026
1771898972.535,6,0,-673.10,-51.60,1393.90,255,69026
1771898972.535,6,1,-653.80,-111.80,1390.30,5,69026
1771898972.535,6,2,-590.40,-142.20,1381.40,5,69026
1771898972.535,6,3,-540.80,-164.60,1379.20,5,69026
1771898972.535,6,4,-686.50,-48.80,1325.30,255,69026
1771898972.535,6,5,-649.80,-108.50,1323.00,5,69026
1771898972.535,6,0,-678.90,-52.50,1395.20,255,69026
1771898972.535,6,1,-644.80,-108.00,1388.20,5,69026
1771898972.535,6,2,-585.70,-138.70,1380.10,5,69026
1771898972.535,6,3,-538.40,-161.60,1378.30,5,69026
1771898972.535,6,4,-675.70,-47.40,1325.60,255,69026
1771898972.535,6,5,-644.20,-106.20,1323.20,5,69026
1771898972.535,6,1,-642.10,-106.90,1387.50,5,69026
1771898972.535,6,2,-585.70,-138.70,1380.10,5,69026
1771898972.535,6,3,-534.20,-156.30,1376.70,5,69026
1771898972.535,6,4,-670.70,-46.70,1325.70,255,69026
1771898972.535,6,5,-638.70,-103.90,1323.50,5,69026
1771898972.535,6,6,-607.10,-156.70,1323.50,5,69026
1771898972.535,6,9,-626.70,-97.40,1263.20,5,69026
1771898972.535,6,10,-611.40,-161.80,1257.20,5,69026
1771898972.535,6,11,-546.60,-184.00,1269.40,5,69026
1771898972.535,6,12,-591.10,-29.10,1226.90,5,69026
1771898972.535,6,13,-604.10,-86.70,1207.00,5,69026
1771898972.535,6,14,-597.50,-153.20,1189.30,5,69026
1771898972.535,6,1,-648.40,-109.60,1389.00,5,69026
1771898972.535,6,2,-581.80,-135.70,1379.00,5,69026
1771898972.535,6,3,-532.90,-154.80,1376.30,5,69026
1771898972.535,6,4,-678.60,-47.80,1325.50,255,69026
1771898972.535,6,5,-644.20,-106.20,1323.20,5,69026
1771898972.535,6,6,-604.70,-154.80,1323.60,5,69026
1771898972.535,6,1,-644.80,-108.00,1388.20,5,69026
1771898972.535,6,2,-581.80,-135.70,1379.00,5,69026
1771898972.535,6,3,-534.20,-156.30,1376.70,5,69026
1771898972.535,6,4,-671.70,-46.80,1325.70,255,69026
1771898972.535,6,5,-640.50,-104.70,1323.40,5,69026
1771898972.535,6,14,-592.90,-149.50,1193.10,5,69026
1771898972.535,6,15,-531.70,-170.80,1213.80,5,69026
1771898972.536,3,12,1151.40,-689.90,284.30,5,192368
1771898972.536,3,13,1975.60,-505.40,-28.30,255,192368
1771898972.536,3,14,566.80,-200.80,560.30,255,192368
1771898972.536,3,15,2628.00,780.90,-377.70,255,192368
1771898972.536,4,0,1383.20,-683.60,16.00,5,192353
1771898972.536,4,1,1391.30,-1076.40,90.30,255,192353
1771898972.536,4,2,1130.50,-1324.80,261.30,5,192353
1771898972.536,4,3,745.30,-1348.20,446.70,5,192353
1771898972.536,4,4,1554.80,-586.10,362.80,5,192353
1771898972.536,4,5,1618.60,-1022.80,464.70,5,192353
1771898972.536,4,6,1349.10,-1330.40,622.00,5,192353
1771898972.536,4,7,838.30,-1299.60,758.10,5,192353
1771898972.536,4,8,1597.30,-464.80,738.60,5,192353
1771898972.536,4,5,1632.90,-1029.60,462.00,5,192353
