time_ms,s1_c01,s1_c02,s1_c03,s1_c04,s1_c05,s1_c06,s1_c07,s1_c08,s1_c09,s1_c10,s1_c11,s1_c12,s1_c13,s1_c14,s1_c15,s1_c16,s2_c01,s2_c02,s2_c03,s2_c04,s2_c05,s2_c06,s2_c07,s2_c08,s2_c09,s2_c10,s2_c11,s2_c12,s2_c13,s2_c14,s2_c15,s2_c16,s3_c01,s3_c02,s3_c03,s3_c04,s3_c05,s3_c06,s3_c07,s3_c08,s3_c09,s3_c10,s3_c11,s3_c12,s3_c13,s3_c14,s3_c15,s3_c16,s4_c01,s4_c02,s4_c03,s4_c04,s4_c05,s4_c06,s4_c07,s4_c08,s4_c09,s4_c10,s4_c11,s4_c12,s4_c13,s4_c14,s4_c15,s4_c16,s5_c01,s5_c02,s5_c03,s5_c04,s5_c05,s5_c06,s5_c07,s5_c08,s5_c09,s5_c10,s5_c11,s5_c12,s5_c13,s5_c14,s5_c15,s5_c16,s6_c01,s6_c02,s6_c03,s6_c04,s6_c05,s6_c06,s6_c07,s6_c08,s6_c09,s6_c10,s6_c11,s6_c12,s6_c13,s6_c14,s6_c15,s6_c16,s7_c01,s7_c02,s7_c03,s7_c04,s7_c05,s7_c06,s7_c07,s7_c08,s7_c09,s7_c10,s7_c11,s7_c12,s7_c13,s7_c14,s7_c15,s7_c16,s8_c01,s8_c02,s8_c03,s8_c04,s8_c05,s8_c06,s8_c07,s8_c08,s8_c09,s8_c10,s8_c11,s8_c12,s8_c13,s8_c14,s8_c15,s8_c16
2093,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2290.2,2209.6,2209.6,2350.3,2170.5,2311.4,2826.3,2321.6,2329.8,2472.1,2983.1,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2290.2,2321.6,2826.3,2311.4,2170.5,2539.0,2983.1,2472.1,2329.8,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
2197,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2248.1,2394.0,2927.3,2321.6,2413.1,2560.4,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,2927.3,2394.0,2248.1,2539.0,3000.0,2560.4,2413.1,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
2300,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2325.3,2476.3,3000.0,2321.6,2496.0,2648.4,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,2476.3,2325.3,2539.0,3000.0,2648.4,2496.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
2401,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2401.4,2557.3,3000.0,2321.6,2577.7,2735.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,2557.3,2401.4,2539.0,3000.0,2735.0,2577.7,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
2505,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2479.2,2640.1,3000.0,2321.6,2661.1,2823.6,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,2640.1,2479.2,2539.0,3000.0,2823.6,2661.1,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
2611,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2559.0,2725.1,3000.0,2321.6,2746.8,2914.5,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,2725.1,2559.0,2539.0,3000.0,2914.5,2746.8,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
2716,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2638.0,2809.2,3000.0,2321.6,2831.6,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,2809.2,2638.0,2539.0,3000.0,3000.0,2831.6,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
2817,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2713.3,2889.4,3000.0,2321.6,2912.5,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,2889.4,2713.3,2539.0,3000.0,3000.0,2912.5,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
2918,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2789.3,2970.3,3000.0,2321.6,2994.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,2970.3,2789.3,2539.0,3000.0,3000.0,2994.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3021,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2866.9,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,2866.9,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3126,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2945.4,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,2945.4,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3227,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3330,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3431,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3537,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3638,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3742,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3846,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
3952,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
4059,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
4163,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,1726.2,1837.0,2253.4,3000.0,1963.0,2089.0,2562.5,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,500.0,500.0,500.0,500.0,1439.7,1439.7,1439.7,1439.7,3000.0,2253.4,1837.0,1726.2,3000.0,2562.5,2089.0,1963.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,3000.0,3000.0,3000.0,2321.6,3000.0,3000.0,3000.0,2539.0,1204.5,1171.0,1171.0,1204.5,2350.3,2209.6,2209.6,2350.3,2321.6,3000.0,3000.0,3000.0,2539.0,3000.0,3000.0,3000.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0,1204.5,1171.0,1171.0,1204.5,2350.3,2162.3,2162.3,2350.3,2298.7,2029.9,2029.9,2298.7,2423.0,2158.1,2158.1,2423.0
